year,student_id_src,student_id_dst,relation_type,source_column,nominated_seat,school_id,class
W2,s112014322065,s112014322056,online_friend,v14_1_01,5,14322,811
W2,s112014322066,s112014322071,online_friend,v14_1_01,22,14322,811
W2,s112014322067,s112014322068,online_friend,v14_1_01,19,14322,811
W2,s112014322068,s112014322067,online_friend,v14_1_01,18,14322,811
W2,s112014322069,s112014322071,online_friend,v14_1_01,22,14322,811
W2,s112014322070,s112014322077,online_friend,v14_1_01,28,14322,811
W2,s112014322071,s112014322066,online_friend,v14_1_01,17,14322,811
W2,s112014322072,s112014322073,online_friend,v14_1_01,24,14322,811
W2,s112014322074,s112014322075,online_friend,v14_1_01,26,14322,811
W2,s112014322075,s112014322072,online_friend,v14_1_01,23,14322,811
W2,s112014322076,s112014322059,online_friend,v14_1_01,8,14322,811
W2,s112014322077,s112014322069,online_friend,v14_1_01,20,14322,811
W2,s112014322078,s112014322067,online_friend,v14_1_01,18,14322,811
W2,s112014332028,s112014332031,online_friend,v14_1_01,8,14332,805
W2,s112014332036,s112014332047,online_friend,v14_1_01,24,14332,805
W2,s112014332037,s112014332025,online_friend,v14_1_01,2,14332,805
W2,s112014332039,s112014332046,online_friend,v14_1_01,23,14332,805
W2,s112014332041,s112014332044,online_friend,v14_1_01,21,14332,805
W2,s112014332042,s112014332041,online_friend,v14_1_01,18,14332,805
W2,s112014332045,s112014332046,online_friend,v14_1_01,23,14332,805
W2,s112014332046,s112014332048,online_friend,v14_1_01,25,14332,805
W2,s112014332047,s112014332036,online_friend,v14_1_01,13,14332,805
W2,s112014332049,s112014332041,online_friend,v14_1_01,18,14332,805
W2,s112014332053,s112014332058,online_friend,v14_1_01,7,14332,811
W2,s112014332054,s112014332053,online_friend,v14_1_01,2,14332,811
W2,s112014332055,s112014332062,online_friend,v14_1_01,11,14332,811
W2,s112014332056,s112014332053,online_friend,v14_1_01,2,14332,811
W2,s112014332058,s112014332053,online_friend,v14_1_01,2,14332,811
W2,s112014332059,s112014332066,online_friend,v14_1_01,15,14332,811
W2,s112014332061,s112014332058,online_friend,v14_1_01,7,14332,811
W2,s112014332062,s112014332055,online_friend,v14_1_01,4,14332,811
W2,s112014332063,s112014332066,online_friend,v14_1_01,15,14332,811
W2,s112014332064,s112014332055,online_friend,v14_1_01,4,14332,811
W2,s112014332065,s112014332064,online_friend,v14_1_01,13,14332,811
W2,s112014332066,s112014332065,online_friend,v14_1_01,14,14332,811
W2,s112014332068,s112014332073,online_friend,v14_1_01,22,14332,811
W2,s112014332069,s112014332070,online_friend,v14_1_01,19,14332,811
W2,s112014332070,s112014332069,online_friend,v14_1_01,18,14332,811
W2,s112014332071,s112014332072,online_friend,v14_1_01,21,14332,811
W2,s112014332072,s112014332075,online_friend,v14_1_01,24,14332,811
W2,s112014332073,s112014332068,online_friend,v14_1_01,17,14332,811
W2,s112014332075,s112014332072,online_friend,v14_1_01,21,14332,811
W2,s112014332076,s112014332068,online_friend,v14_1_01,17,14332,811
W2,s112014332077,s112014332071,online_friend,v14_1_01,20,14332,811
W2,s112014332079,s112014332058,online_friend,v14_1_01,7,14332,811
W2,s112014332080,s112014332052,online_friend,v14_1_01,1,14332,811
W2,s112014332082,s112014332056,online_friend,v14_1_01,5,14332,811
W2,s112014356025,s112014356028,online_friend,v14_1_01,5,14356,801
W2,s112014356026,s112014356025,online_friend,v14_1_01,2,14356,801
W2,s112014356028,s112014356025,online_friend,v14_1_01,2,14356,801
W2,s112014356029,s112014356028,online_friend,v14_1_01,5,14356,801
W2,s112014356030,s112014356028,online_friend,v14_1_01,5,14356,801
W2,s112014356031,s112014356027,online_friend,v14_1_01,4,14356,801
W2,s112014356032,s112014356034,online_friend,v14_1_01,11,14356,801
W2,s112014356033,s112014356030,online_friend,v14_1_01,7,14356,801
W2,s112014356034,s112014356028,online_friend,v14_1_01,5,14356,801
W2,s112014356036,s113014356003,online_friend,v14_1_01,12,14356,801
W2,s112014356037,s112014356026,online_friend,v14_1_01,3,14356,801
W2,s112014356038,s112014356037,online_friend,v14_1_01,15,14356,801
W2,s112014356040,s112014356041,online_friend,v14_1_01,24,14356,801
W2,s112014356041,s112014356040,online_friend,v14_1_01,23,14356,801
W2,s112014356042,s112014356045,online_friend,v14_1_01,29,14356,801
W2,s112014356043,s112014356050,online_friend,v14_1_01,25,14356,801
W2,s112014356044,s112014356047,online_friend,v14_1_01,31,14356,801
W2,s112014356045,s112014356042,online_friend,v14_1_01,26,14356,801
W2,s112014356046,s112014356044,online_friend,v14_1_01,28,14356,801
W2,s112014356047,s112014356046,online_friend,v14_1_01,30,14356,801
W2,s112014356048,s113014356004,online_friend,v14_1_01,33,14356,801
W2,s112014356050,s112014356042,online_friend,v14_1_01,26,14356,801
W2,s113014356003,s112014356034,online_friend,v14_1_01,11,14356,801
W2,s113014356004,s112014356048,online_friend,v14_1_01,32,14356,801
W2,s112014356065,s112014356066,online_friend,v14_1_01,22,14356,806
W2,s112014356066,s112014356065,online_friend,v14_1_01,21,14356,806
W2,s113014356005,s112014356059,online_friend,v14_1_01,9,14356,806
W2,s112014364024,s112014364036,online_friend,v14_1_01,13,14364,802
W2,s112014364025,s112014364029,online_friend,v14_1_01,6,14364,802
W2,s112014364026,s112014364034,online_friend,v14_1_01,11,14364,802
W2,s112014364028,s112014364024,online_friend,v14_1_01,1,14364,802
W2,s112014364029,s112014364028,online_friend,v14_1_01,5,14364,802
W2,s112014364031,s112014364026,online_friend,v14_1_01,3,14364,802
W2,s112014364032,s112014364024,online_friend,v14_1_01,1,14364,802
W2,s112014364033,s112014364034,online_friend,v14_1_01,11,14364,802
W2,s112014364034,s112014364027,online_friend,v14_1_01,4,14364,802
W2,s112014364035,s112014364034,online_friend,v14_1_01,11,14364,802
W2,s112014364036,s112014364024,online_friend,v14_1_01,1,14364,802
W2,s112014364037,s112014364024,online_friend,v14_1_01,1,14364,802
W2,s112014364040,s112014364029,online_friend,v14_1_01,6,14364,802
W2,s112014364041,s112014364044,online_friend,v14_1_01,21,14364,802
W2,s112014364042,s112014364050,online_friend,v14_1_01,27,14364,802
W2,s112014364043,s112014364050,online_friend,v14_1_01,27,14364,802
W2,s112014364044,s112014364048,online_friend,v14_1_01,25,14364,802
W2,s112014364045,s112014364047,online_friend,v14_1_01,24,14364,802
W2,s112014364046,s112014364042,online_friend,v14_1_01,19,14364,802
W2,s112014364047,s112014364045,online_friend,v14_1_01,22,14364,802
W2,s112014364048,s112014364024,online_friend,v14_1_01,1,14364,802
W2,s112014364049,s112014364043,online_friend,v14_1_01,20,14364,802
W2,s112014364050,s112014364042,online_friend,v14_1_01,19,14364,802
W2,s112014364053,s112014364063,online_friend,v14_1_01,11,14364,806
W2,s112014364054,s112014364080,online_friend,v14_1_01,29,14364,806
W2,s112014364055,s112014364062,online_friend,v14_1_01,10,14364,806
W2,s112014364061,s112014364080,online_friend,v14_1_01,29,14364,806
W2,s112014364062,s112014364079,online_friend,v14_1_01,28,14364,806
W2,s112014364063,s112014364073,online_friend,v14_1_01,22,14364,806
W2,s112014364066,s112014364053,online_friend,v14_1_01,1,14364,806
W2,s112014364068,s112014364073,online_friend,v14_1_01,22,14364,806
W2,s112014364069,s112014364066,online_friend,v14_1_01,14,14364,806
W2,s112014364070,s112014364071,online_friend,v14_1_01,20,14364,806
W2,s112014364071,s112014364070,online_friend,v14_1_01,19,14364,806
W2,s112014364073,s112014364063,online_friend,v14_1_01,11,14364,806
W2,s112014364074,s112014364073,online_friend,v14_1_01,22,14364,806
W2,s112014364075,s112014364070,online_friend,v14_1_01,19,14364,806
W2,s112014364079,s112014364061,online_friend,v14_1_01,9,14364,806
W2,s112014364080,s112014364054,online_friend,v14_1_01,2,14364,806
W2,s112014505028,s112014505043,online_friend,v14_1_01,22,14505,814
W2,s112014505029,s112014505030,online_friend,v14_1_01,7,14505,814
W2,s112014505030,s112014505035,online_friend,v14_1_01,12,14505,814
W2,s112014505031,s112014505030,online_friend,v14_1_01,7,14505,814
W2,s112014505032,s112014505031,online_friend,v14_1_01,8,14505,814
W2,s112014505034,s112014505029,online_friend,v14_1_01,6,14505,814
W2,s112014505035,s112014505036,online_friend,v14_1_01,13,14505,814
W2,s112014505036,s112014505035,online_friend,v14_1_01,12,14505,814
W2,s112014505045,s112014505043,online_friend,v14_1_01,22,14505,814
W2,s112014505047,s112014505051,online_friend,v14_1_01,30,14505,814
W2,s112014505048,s112014505028,online_friend,v14_1_01,5,14505,814
W2,s112014505051,s112014505047,online_friend,v14_1_01,26,14505,814
W2,s112014505052,s112014505047,online_friend,v14_1_01,26,14505,814
W2,s112014505054,s112014505043,online_friend,v14_1_01,22,14505,814
W2,s112014505060,s112014505062,online_friend,v14_1_01,5,14505,829
W2,s112014505062,s112014505070,online_friend,v14_1_01,13,14505,829
W2,s112014505064,s112014505065,online_friend,v14_1_01,8,14505,829
W2,s112014505065,s112014505064,online_friend,v14_1_01,7,14505,829
W2,s112014505067,s112014505059,online_friend,v14_1_01,2,14505,829
W2,s112014505069,s112014505074,online_friend,v14_1_01,23,14505,829
W2,s112014505070,s112014505062,online_friend,v14_1_01,5,14505,829
W2,s112014505071,s112014505062,online_friend,v14_1_01,5,14505,829
W2,s112014505073,s112014505086,online_friend,v14_1_01,36,14505,829
W2,s112014505074,s112014505062,online_friend,v14_1_01,5,14505,829
W2,s112014505077,s112014505080,online_friend,v14_1_01,29,14505,829
W2,s112014505079,s112014505085,online_friend,v14_1_01,35,14505,829
W2,s112014505080,s112014505077,online_friend,v14_1_01,26,14505,829
W2,s112014505081,s112014505074,online_friend,v14_1_01,23,14505,829
W2,s112014505083,s112014505084,online_friend,v14_1_01,34,14505,829
W2,s112014505085,s112014505073,online_friend,v14_1_01,21,14505,829
W2,s112014505086,s112014505078,online_friend,v14_1_01,27,14505,829
W2,s112014509024,s112014509026,online_friend,v14_1_01,3,14509,807
W2,s112014509025,s112014509026,online_friend,v14_1_01,3,14509,807
W2,s112014509026,s112014509029,online_friend,v14_1_01,6,14509,807
W2,s112014509028,s112014509048,online_friend,v14_1_01,25,14509,807
W2,s112014509029,s112014509024,online_friend,v14_1_01,1,14509,807
W2,s112014509031,s112014509025,online_friend,v14_1_01,2,14509,807
W2,s112014509032,s112014509037,online_friend,v14_1_01,14,14509,807
W2,s112014509035,s112014509030,online_friend,v14_1_01,7,14509,807
W2,s112014509036,s112014509029,online_friend,v14_1_01,6,14509,807
W2,s112014509037,s112014509035,online_friend,v14_1_01,12,14509,807
W2,s112014509038,s112014509032,online_friend,v14_1_01,9,14509,807
W2,s112014509043,s112014509044,online_friend,v14_1_01,21,14509,807
W2,s112014509044,s112014509043,online_friend,v14_1_01,20,14509,807
W2,s112014509047,s112014509048,online_friend,v14_1_01,25,14509,807
W2,s112014509048,s112014509047,online_friend,v14_1_01,24,14509,807
W2,s112014509055,s112014509056,online_friend,v14_1_01,3,14509,815
W2,s112014509056,s112014509055,online_friend,v14_1_01,2,14509,815
W2,s112014509061,s112014509057,online_friend,v14_1_01,4,14509,815
W2,s112014509062,s112014509063,online_friend,v14_1_01,10,14509,815
W2,s112014509063,s112014509067,online_friend,v14_1_01,14,14509,815
W2,s112014509064,s112014509065,online_friend,v14_1_01,12,14509,815
W2,s112014509065,s112014509064,online_friend,v14_1_01,11,14509,815
W2,s112014509067,s112014509073,online_friend,v14_1_01,21,14509,815
W2,s112014509069,s112014509071,online_friend,v14_1_01,19,14509,815
W2,s112014509071,s112014509077,online_friend,v14_1_01,25,14509,815
W2,s112014509074,s112014509073,online_friend,v14_1_01,21,14509,815
W2,s112014509075,s112014509074,online_friend,v14_1_01,22,14509,815
W2,s112014509076,s112014509069,online_friend,v14_1_01,17,14509,815
W2,s112014509077,s112014509071,online_friend,v14_1_01,19,14509,815
W2,s112014510025,s112014510032,online_friend,v14_1_01,9,14510,801
W2,s112014510030,s112014510025,online_friend,v14_1_01,2,14510,801
W2,s112014510032,s112014510025,online_friend,v14_1_01,2,14510,801
W2,s112014510033,s112014510035,online_friend,v14_1_01,12,14510,801
W2,s112014510034,s112014510025,online_friend,v14_1_01,2,14510,801
W2,s112014510035,s112014510025,online_friend,v14_1_01,2,14510,801
W2,s112014510037,s112014510045,online_friend,v14_1_01,22,14510,801
W2,s112014510038,s112014510037,online_friend,v14_1_01,14,14510,801
W2,s112014510039,s112014510037,online_friend,v14_1_01,14,14510,801
W2,s112014510040,s112014510044,online_friend,v14_1_01,21,14510,801
W2,s112014510041,s112014510025,online_friend,v14_1_01,2,14510,801
W2,s112014510044,s112014510037,online_friend,v14_1_01,14,14510,801
W2,s112014510045,s112014510037,online_friend,v14_1_01,14,14510,801
W2,s112014510046,s112014510044,online_friend,v14_1_01,21,14510,801
W2,s113014510005,s112014510039,online_friend,v14_1_01,16,14510,801
W2,s112014510053,s112014510063,online_friend,v14_1_01,12,14510,806
W2,s112014510054,s112014510053,online_friend,v14_1_01,2,14510,806
W2,s112014510055,s112014510053,online_friend,v14_1_01,2,14510,806
W2,s112014510059,s112014510061,online_friend,v14_1_01,10,14510,806
W2,s112014510060,s112014510061,online_friend,v14_1_01,10,14510,806
W2,s112014510061,s112014510060,online_friend,v14_1_01,9,14510,806
W2,s112014510062,s112014510061,online_friend,v14_1_01,10,14510,806
W2,s112014510063,s112014510064,online_friend,v14_1_01,13,14510,806
W2,s112014510064,s112014510063,online_friend,v14_1_01,12,14510,806
W2,s112014510066,s112014510064,online_friend,v14_1_01,13,14510,806
W2,s112014510067,s112014510071,online_friend,v14_1_01,20,14510,806
W2,s112014510070,s112014510053,online_friend,v14_1_01,2,14510,806
W2,s112014510071,s112014510070,online_friend,v14_1_01,19,14510,806
W2,s112014510072,s112014510053,online_friend,v14_1_01,2,14510,806
W2,s112014510073,s112014510061,online_friend,v14_1_01,10,14510,806
W2,s112014510074,s112014510069,online_friend,v14_1_01,18,14510,806
W2,s112014510075,s112014510054,online_friend,v14_1_01,3,14510,806
W2,s113014510003,s112014510053,online_friend,v14_1_01,2,14510,806
W2,s113014510004,s112014510063,online_friend,v14_1_01,12,14510,806
W2,s112014513024,s112014513031,online_friend,v14_1_01,8,14513,802
W2,s112014513025,s112014513028,online_friend,v14_1_01,5,14513,802
W2,s112014513026,s112014513029,online_friend,v14_1_01,6,14513,802
W2,s112014513027,s112014513025,online_friend,v14_1_01,2,14513,802
W2,s112014513028,s112014513025,online_friend,v14_1_01,2,14513,802
W2,s112014513032,s112014513024,online_friend,v14_1_01,1,14513,802
W2,s112014513033,s112014513036,online_friend,v14_1_01,13,14513,802
W2,s112014513034,s112014513024,online_friend,v14_1_01,1,14513,802
W2,s112014513036,s112014513027,online_friend,v14_1_01,4,14513,802
W2,s112014513037,s112014513025,online_friend,v14_1_01,2,14513,802
W2,s112014513041,s112014513044,online_friend,v14_1_01,28,14513,802
W2,s112014513043,s112014513039,online_friend,v14_1_01,22,14513,802
W2,s112014513044,s112014513041,online_friend,v14_1_01,25,14513,802
W2,s112014513045,s112014513041,online_friend,v14_1_01,25,14513,802
W2,s112014513046,s112014513045,online_friend,v14_1_01,29,14513,802
W2,s112014513059,s112014513052,online_friend,v14_1_01,1,14513,809
W2,s112014513060,s112014513052,online_friend,v14_1_01,1,14513,809
W2,s112014513062,s112014513054,online_friend,v14_1_01,3,14513,809
W2,s112014513063,s112014513055,online_friend,v14_1_01,4,14513,809
W2,s112014513064,s112014513065,online_friend,v14_1_01,21,14513,809
W2,s112014513065,s112014513064,online_friend,v14_1_01,13,14513,809
W2,s112014513066,s112014513065,online_friend,v14_1_01,21,14513,809
W2,s112014513067,s112014513074,online_friend,v14_1_01,30,14513,809
W2,s112014513069,s112014513075,online_friend,v14_1_01,31,14513,809
W2,s112014513074,s112014513067,online_friend,v14_1_01,23,14513,809
W2,s112014513075,s112014513067,online_friend,v14_1_01,23,14513,809
W2,s112014514024,s112014514025,online_friend,v14_1_01,2,14514,806
W2,s112014514027,s112014514032,online_friend,v14_1_01,9,14514,806
W2,s112014514028,s112014514034,online_friend,v14_1_01,11,14514,806
W2,s112014514029,s112014514024,online_friend,v14_1_01,1,14514,806
W2,s112014514030,s112014514024,online_friend,v14_1_01,1,14514,806
W2,s112014514032,s112014514027,online_friend,v14_1_01,4,14514,806
W2,s112014514033,s112014514043,online_friend,v14_1_01,21,14514,806
W2,s112014514034,s112014514028,online_friend,v14_1_01,5,14514,806
W2,s112014514036,s112014514028,online_friend,v14_1_01,5,14514,806
W2,s112014514039,s112014514024,online_friend,v14_1_01,1,14514,806
W2,s112014514040,s112014514045,online_friend,v14_1_01,23,14514,806
W2,s112014514041,s112014514050,online_friend,v14_1_01,28,14514,806
W2,s112014514042,s112014514044,online_friend,v14_1_01,22,14514,806
W2,s112014514044,s112014514042,online_friend,v14_1_01,20,14514,806
W2,s112014514045,s112014514040,online_friend,v14_1_01,17,14514,806
W2,s112014514046,s112014514043,online_friend,v14_1_01,21,14514,806
W2,s112014514047,s112014514038,online_friend,v14_1_01,15,14514,806
W2,s112014514049,s112014514041,online_friend,v14_1_01,19,14514,806
W2,s112014514050,s112014514041,online_friend,v14_1_01,19,14514,806
W2,s112014514057,s112014514064,online_friend,v14_1_01,11,14514,814
W2,s112014514064,s112014514057,online_friend,v14_1_01,4,14514,814
W2,s112014514066,s112014514061,online_friend,v14_1_01,8,14514,814
W2,s112014514068,s112014514069,online_friend,v14_1_01,16,14514,814
W2,s112014514069,s112014514054,online_friend,v14_1_01,1,14514,814
W2,s112014514071,s112014514068,online_friend,v14_1_01,15,14514,814
W2,s112014514072,s112014514069,online_friend,v14_1_01,16,14514,814
W2,s112014514078,s112014514079,online_friend,v14_1_01,26,14514,814
W2,s112014514079,s112014514078,online_friend,v14_1_01,25,14514,814
W2,s112014516025,s112014516047,online_friend,v14_1_01,24,14516,810
W2,s112014516026,s112014516030,online_friend,v14_1_01,7,14516,810
W2,s112014516030,s112014516033,online_friend,v14_1_01,10,14516,810
W2,s112014516037,s112014516038,online_friend,v14_1_01,15,14516,810
W2,s112014516038,s112014516037,online_friend,v14_1_01,14,14516,810
W2,s112014516042,s112014516033,online_friend,v14_1_01,10,14516,810
W2,s112014516047,s112014516037,online_friend,v14_1_01,14,14516,810
W2,s112014516051,s112014516052,online_friend,v14_1_01,2,14516,826
W2,s112014516052,s112014516051,online_friend,v14_1_01,1,14516,826
W2,s112014516053,s112014516059,online_friend,v14_1_01,9,14516,826
W2,s112014516054,s112014516053,online_friend,v14_1_01,3,14516,826
W2,s112014516055,s112014516051,online_friend,v14_1_01,1,14516,826
W2,s112014516056,s112014516053,online_friend,v14_1_01,3,14516,826
W2,s112014516057,s112014516053,online_friend,v14_1_01,3,14516,826
W2,s112014516058,s112014516057,online_friend,v14_1_01,7,14516,826
W2,s112014516059,s112014516056,online_friend,v14_1_01,6,14516,826
W2,s112014516060,s112014516055,online_friend,v14_1_01,5,14516,826
W2,s112014516061,s112014516059,online_friend,v14_1_01,9,14516,826
W2,s112014516062,s112014516056,online_friend,v14_1_01,6,14516,826
W2,s112014516064,s112014516074,online_friend,v14_1_01,24,14516,826
W2,s112014516074,s112014516064,online_friend,v14_1_01,14,14516,826
W2,s112014517025,s112014517026,online_friend,v14_1_01,3,14517,806
W2,s112014517029,s112014517025,online_friend,v14_1_01,2,14517,806
W2,s112014517031,s112014517029,online_friend,v14_1_01,6,14517,806
W2,s112014517032,s112014517029,online_friend,v14_1_01,6,14517,806
W2,s112014517039,s112014517042,online_friend,v14_1_01,19,14517,806
W2,s112014517042,s112014517038,online_friend,v14_1_01,15,14517,806
W2,s112014517043,s112014517047,online_friend,v14_1_01,24,14517,806
W2,s112014517045,s112014517048,online_friend,v14_1_01,25,14517,806
W2,s112014517047,s112014517043,online_friend,v14_1_01,20,14517,806
W2,s112014517048,s112014517045,online_friend,v14_1_01,22,14517,806
