scenario,model_type,feature,shap_abs_mean,coef,coef_abs,relative_importance_pct,coef_direction
w2_predict_w2,ridge,v54_10,0.06232405213537173,-0.07639348426323958,0.07639348426323958,1.2188027269255064,negative
w2_predict_w2,ridge,v28_4,0.06215812127722734,0.07346639466819166,0.07346639466819166,1.172103131864408,positive
w2_predict_w2,ridge,v54_20,0.060191627819973254,-0.08936188140283875,0.08936188140283875,1.425704113215622,negative
w2_predict_w2,ridge,v26_2,0.055313977023017775,0.06627520431397205,0.06627520431397205,1.0573728967129161,positive
w2_predict_w2,ridge,v6_6,0.05336332529213975,0.06900447214624249,0.06900447214624249,1.100916388786388,positive
w2_predict_w2,ridge,v25_13,0.053253830754719955,0.06089303266901405,0.06089303266901405,0.9715042452052572,positive
w2_predict_w2,ridge,v49,0.05289883915995208,-0.08398942122052151,0.08398942122052151,1.339990401062584,negative
w2_predict_w2,ridge,v26_5,0.05279767508225833,0.07322359851956395,0.07322359851956395,1.1682294951153,positive
w2_predict_w2,ridge,v54_18,0.05164618999855148,0.058214056951537696,0.058214056951537696,0.9287631274081394,positive
w2_predict_w2,ridge,v26_4,0.051168170670650666,0.07073520746501463,0.07073520746501463,1.1285290176178868,positive
w2_predict_w2,ridge,v54_14,0.05088485286898171,0.05938965458316196,0.05938965458316196,0.9475189364016596,positive
w2_predict_w2,ridge,v28_1,0.05058348538754189,0.0681244918810483,0.0681244918810483,1.0868769408255703,positive
w2_predict_w2,ridge,v19_7,0.04890885911570123,-0.05512130943002141,0.05512130943002141,0.8794205800787461,negative
w2_predict_w2,ridge,v26_3,0.048598514724132284,-0.06267501352593478,0.06267501352593478,0.9999344594923826,negative
w2_predict_w2,ridge,v25_9,0.04844374919138342,-0.05836308674652156,0.05836308674652156,0.9311407898785876,negative
w2_predict_w2,ridge,v23_2,0.04746973467393213,0.052244043453094906,0.052244043453094906,0.8335158847688154,positive
w2_predict_w2,ridge,v27_3,0.04620127548734303,-0.058872892949751884,0.058872892949751884,0.9392743787139859,negative
w2_predict_w2,ridge,v23_5,0.04572506092395971,-0.050290203465354316,0.050290203465354316,0.8023437824880948,negative
w2_predict_w2,ridge,v54_19,0.04402342256891008,0.050403537425546464,0.050403537425546464,0.8041519437608478,positive
w2_predict_w2,ridge,v27_2,0.04291584088981339,0.055331320811738915,0.055331320811738915,0.8827711596103812,positive
w2_predict_w2,ridge,v25_4,0.04130856575327172,-0.055406390401009024,0.055406390401009024,0.8839688405512885,negative
w2_predict_w2,ridge,v54_17,0.03999081293589488,0.04831198054293127,0.04831198054293127,0.7707826681395513,positive
w2_predict_w2,ridge,v25_8,0.039826073771863216,-0.04939660753882863,0.04939660753882863,0.7880871065094719,negative
w2_predict_w2,ridge,v27_4,0.03971360414592521,-0.049490410135281285,0.049490410135281285,0.7895836590159034,negative
w2_predict_w2,ridge,v23_6,0.03829504983217091,-0.045540646564655604,0.045540646564655604,0.7265680411655459,negative
w2_predict_w2,ridge,v5_3,0.038085916352143985,-0.05246583198748627,0.05246583198748627,0.8370543602438382,negative
w2_predict_w2,ridge,v25_10,0.03694022359784845,0.044746404840740356,0.044746404840740356,0.7138964895498314,positive
w2_predict_w2,ridge,v22_5,0.03671348200996419,-0.043031672089712286,0.043031672089712286,0.6865391700996547,negative
w2_predict_w2,ridge,v6_3,0.03611504390470558,-0.0423454893527246,0.0423454893527246,0.6755916213777249,negative
w2_predict_w2,ridge,v25_14,0.03546255817144568,0.04282004547191537,0.04282004547191537,0.6831628206459223,positive
w2_predict_w2,ridge,v19_6,0.03504494454518849,-0.04177581189139263,0.04177581189139263,0.6665028299705038,negative
w2_predict_w2,ridge,v6_8,0.03492664371930881,0.04225201050591763,0.04225201050591763,0.6741002340624717,positive
w2_predict_w2,ridge,v23_9,0.0330480077446882,0.03914605314097454,0.03914605314097454,0.6245469332461009,positive
w2_predict_w2,ridge,v54_16,0.032015361334044236,-0.04089775830642087,0.04089775830642087,0.6524941207975767,negative
w2_predict_w2,ridge,v2,0.03176869772960407,-0.04563210872008495,0.04563210872008495,0.7280272536301018,negative
w2_predict_w2,ridge,v36,0.03153888478218732,0.04242468024515782,0.04242468024515782,0.6768550547264733,positive
w2_predict_w2,ridge,v3,0.03045624670046662,-0.04070075629941644,0.04070075629941644,0.6493510964197461,negative
w2_predict_w2,ridge,v42_09,0.029900832944470667,0.05337807225510772,0.05337807225510772,0.8516084931847712,positive
w2_predict_w2,ridge,v40,0.028784853548097,0.07133872970753015,0.07133872970753015,1.1381577780027836,positive
