column,min,max,median,avg,p22,p75
v22_2,0.0,1.0,0.667,0.507,0.333,0.667
v22_3,0.0,1.0,0.667,0.547,0.333,0.667
v22_4,0.0,1.0,0.667,0.508,0.333,0.667
v22_5,0.0,1.0,0.667,0.576,0.333,1.0
v22_6,0.0,1.0,0.0,0.265,0.0,0.333
v23_1,0.0,1.0,0.667,0.488,0.0,0.667
v23_2,0.0,1.0,0.667,0.475,0.0,0.667
v23_3,0.0,1.0,0.333,0.303,0.0,0.667
v23_4,0.0,1.0,0.333,0.404,0.0,0.667
v23_5,0.0,1.0,0.333,0.373,0.0,0.667
v23_6,0.0,1.0,0.333,0.337,0.0,0.667
v23_7,0.0,1.0,0.333,0.346,0.0,0.667
v23_8,0.0,1.0,0.333,0.383,0.0,0.667
v23_9,0.0,1.0,0.333,0.373,0.0,0.667
v24_1,0.0,1.0,0.667,0.536,0.333,0.667
v24_2,0.0,1.0,0.667,0.581,0.333,0.667
v24_3,0.0,1.0,0.333,0.439,0.0,0.667
v24_4,0.0,1.0,0.333,0.398,0.0,0.667
v24_5,0.0,1.0,0.333,0.332,0.0,0.667
v24_6,0.0,1.0,0.333,0.346,0.0,0.667
v25_1,0.0,1.0,0.667,0.581,0.333,0.667
v25_2,0.0,1.0,0.667,0.538,0.333,0.667
v25_3,0.0,1.0,0.667,0.517,0.333,0.667
v25_4,0.0,1.0,0.667,0.62,0.333,0.667
v25_5,0.0,1.0,0.667,0.594,0.333,0.667
v25_6,0.0,1.0,0.667,0.567,0.333,0.667
v25_7,0.0,1.0,0.333,0.417,0.0,0.667
v25_8,0.0,1.0,0.333,0.357,0.0,0.667
v25_9,0.0,1.0,0.333,0.354,0.0,0.667
v25_10,0.0,1.0,0.333,0.406,0.0,0.667
v25_11,0.0,1.0,0.333,0.381,0.0,0.667
v25_12,0.0,1.0,0.333,0.364,0.0,0.667
v25_13,0.0,1.0,0.667,0.497,0.333,0.667
v25_14,0.0,1.0,0.333,0.397,0.0,0.667
v25_15,0.0,1.0,0.333,0.328,0.0,0.667
v26_1,0.0,1.0,0.333,0.391,0.0,0.667
v26_2,0.0,1.0,0.333,0.419,0.0,0.667
v26_3,0.0,1.0,0.333,0.334,0.0,0.667
v26_4,0.0,1.0,0.667,0.596,0.333,0.667
v26_5,0.0,1.0,0.667,0.596,0.333,0.667
v26_6,0.0,1.0,0.667,0.626,0.333,0.667
v27_1,0.0,1.0,0.333,0.347,0.0,0.667
v27_2,0.0,1.0,0.333,0.365,0.0,0.667
v27_3,0.0,1.0,0.333,0.348,0.0,0.667
v27_4,0.0,1.0,0.333,0.269,0.0,0.333
v28_1,0.0,1.0,0.333,0.344,0.0,0.667
v28_2,0.0,1.0,0.333,0.321,0.0,0.333
v28_3,0.0,1.0,0.333,0.311,0.0,0.333
v28_4,0.0,1.0,0.333,0.434,0.0,0.667
v28_5,0.0,1.0,0.333,0.413,0.0,0.667
v28_6,0.0,1.0,0.333,0.431,0.0,0.667
v28_7,0.0,1.0,0.333,0.334,0.0,0.667
v28_8,0.0,1.0,0.333,0.255,0.0,0.333
v28_9,0.0,1.0,0.333,0.273,0.0,0.333
v28_10,0.0,1.0,0.333,0.265,0.0,0.333
v29_1,0.0,1.0,0.667,0.695,0.667,1.0
v29_2,0.0,1.0,0.667,0.517,0.333,0.667
v29_3,0.0,1.0,0.667,0.707,0.667,1.0
v29_4,0.0,1.0,0.667,0.713,0.667,1.0
v29_5,0.0,1.0,0.667,0.678,0.667,1.0
v30,0.0,1.0,0.333,0.308,0.0,0.333
v31,0.0,1.0,0.667,0.765,0.667,1.0
v32,0.0,1.0,0.667,0.628,0.333,1.0
v33,0.0,1.0,1.0,0.88,0.667,1.0
v34,0.0,1.0,1.0,0.764,0.0,1.0
v35_1,1.0,4.0,2.0,1.952,1.0,3.0
v35_2,1.0,4.0,2.0,2.38,2.0,3.0
v35_3,1.0,4.0,1.0,1.69,1.0,2.0
v35_4,1.0,4.0,2.0,2.13,1.0,3.0
v35_5,1.0,4.0,1.0,1.81,1.0,2.0
v35_6,1.0,4.0,1.0,1.501,1.0,2.0
v35_7,1.0,4.0,1.0,1.274,1.0,1.0
v35_8,1.0,4.0,1.0,1.476,1.0,2.0
v36,0.0,1.0,1.0,0.845,1.0,1.0
v37_1,1.0,4.0,2.0,1.844,1.0,2.0
v37_2,1.0,4.0,2.0,2.187,2.0,3.0
v37_3,1.0,4.0,1.0,1.632,1.0,2.0
v37_4,1.0,4.0,2.0,1.896,1.0,2.0
v37_5,1.0,4.0,1.0,1.659,1.0,2.0
v37_6,1.0,4.0,1.0,1.399,1.0,2.0
v37_7,1.0,4.0,1.0,1.241,1.0,1.0
v37_8,1.0,4.0,1.0,1.412,1.0,2.0
v38,0.0,1.0,1.0,0.884,1.0,1.0
v39_1,1.0,4.0,2.0,1.849,1.0,2.0
v39_2,1.0,4.0,2.0,2.141,1.0,3.0
v39_3,1.0,4.0,1.0,1.64,1.0,2.0
v39_4,1.0,4.0,2.0,1.866,1.0,2.0
v39_5,1.0,4.0,1.0,1.659,1.0,2.0
v39_6,1.0,4.0,1.0,1.588,1.0,2.0
v39_7,1.0,4.0,1.0,1.266,1.0,1.0
v40,0.0,1.0,1.0,0.933,1.0,1.0
v41_1,1.0,4.0,2.0,1.879,1.0,2.0
v41_2,1.0,4.0,2.0,2.119,2.0,3.0
v41_3,1.0,4.0,1.0,1.626,1.0,2.0
v41_4,1.0,4.0,2.0,1.849,1.0,2.0
v41_5,1.0,4.0,1.0,1.653,1.0,2.0
v41_6,1.0,4.0,1.0,1.548,1.0,2.0
v41_7,1.0,4.0,1.0,1.31,1.0,1.0
v42_01,0.0,1.0,0.0,0.102,0.0,0.0
v42_02,0.0,1.0,0.0,0.022,0.0,0.0
v42_03,0.0,1.0,0.0,0.024,0.0,0.0
v42_04,0.0,1.0,0.0,0.048,0.0,0.0
v42_05,0.0,1.0,0.0,0.027,0.0,0.0
v42_06,0.0,1.0,0.0,0.024,0.0,0.0
v42_07,0.0,1.0,0.0,0.023,0.0,0.0
v42_08,0.0,1.0,0.0,0.022,0.0,0.0
v42_09,0.0,1.0,0.0,0.064,0.0,0.0
v42_10,0.0,1.0,0.0,0.012,0.0,0.0
v42_11,0.0,1.0,0.0,0.049,0.0,0.0
v42_12,0.0,1.0,0.0,0.016,0.0,0.0
v42_13,0.0,1.0,0.0,0.033,0.0,0.0
v42_14,0.0,1.0,1.0,0.789,1.0,1.0
v43_1,0.0,1.0,0.333,0.347,0.0,0.667
v43_2,0.0,1.0,0.333,0.277,0.0,0.333
v44_1,0.0,1.0,0.667,0.728,0.667,1.0
v44_2,0.0,1.0,0.667,0.638,0.333,0.667
v44_3,0.0,1.0,0.667,0.557,0.333,0.667
v44_4,0.0,1.0,0.667,0.702,0.667,1.0
v44_5,0.0,1.0,0.667,0.67,0.667,1.0
v45_1,0.0,1.0,0.667,0.57,0.333,0.667
v45_2,0.0,1.0,0.667,0.556,0.333,0.667
v45_3,0.0,1.0,0.333,0.458,0.333,0.667
v45_4,0.0,1.0,0.333,0.399,0.0,0.667
v46_1,0.0,1.0,1.0,0.807,1.0,1.0
v46_2,0.0,1.0,0.0,0.34,0.0,1.0
v46_3,0.0,1.0,0.0,0.263,0.0,1.0
v47_1,0.0,1.0,0.75,0.674,0.5,0.75
v47_2,0.0,1.0,0.75,0.692,0.5,0.75
v47_3,0.0,1.0,0.75,0.705,0.5,0.75
v47_4,0.0,1.0,0.75,0.759,0.5,1.0
v47_5,0.0,1.0,0.75,0.737,0.5,1.0
v47_6,0.0,1.0,0.75,0.708,0.5,1.0
v47_7,0.0,1.0,0.5,0.442,0.25,0.75
v47_8,0.0,1.0,0.5,0.547,0.25,0.75
v47_9,0.0,1.0,0.5,0.574,0.5,0.75
v48_01,0.0,1.0,0.0,0.356,0.0,1.0
v48_02,0.0,1.0,1.0,0.63,0.0,1.0
v48_03,0.0,1.0,1.0,0.651,0.0,1.0
v48_04,0.0,1.0,0.0,0.481,0.0,1.0
v48_05,0.0,1.0,0.0,0.481,0.0,1.0
v48_06,0.0,1.0,0.0,0.434,0.0,1.0
v48_07,0.0,1.0,0.0,0.355,0.0,1.0
v48_08,0.0,1.0,0.0,0.162,0.0,0.0
v49,0.0,1.0,0.667,0.636,0.667,0.667
v50,0.0,1.0,0.667,0.708,0.667,1.0
v51,0.0,1.0,0.667,0.696,0.667,1.0
v521,0.0,1.0,0.667,0.74,0.667,1.0
v52_1,0.0,1.0,0.667,0.691,0.667,1.0
v52_2,0.0,1.0,0.667,0.688,0.333,1.0
v52_3,0.0,1.0,0.667,0.644,0.333,1.0
v53_1,0.0,1.0,1.0,0.756,0.5,1.0
v53_2,0.0,1.0,1.0,0.753,0.5,1.0
v53_3,0.0,1.0,1.0,0.736,0.5,1.0
v53_4,0.0,1.0,1.0,0.721,0.5,1.0
v53_5,0.0,1.0,0.5,0.672,0.5,1.0
v54_1,0.0,1.0,0.667,0.791,0.667,1.0
v54_2,0.0,1.0,0.667,0.781,0.667,1.0
v54_3,0.0,1.0,0.667,0.801,0.667,1.0
v54_4,0.0,1.0,0.667,0.694,0.667,1.0
v54_5,0.0,1.0,0.667,0.709,0.667,1.0
v54_6,0.0,1.0,0.667,0.7,0.667,1.0
v54_7,0.0,1.0,0.667,0.678,0.667,1.0
v54_8,0.0,1.0,0.667,0.638,0.333,0.667
v54_9,0.0,1.0,0.667,0.676,0.667,1.0
v54_10,0.0,1.0,0.667,0.761,0.667,1.0
v54_11,0.0,1.0,0.667,0.706,0.667,1.0
v54_12,0.0,1.0,0.667,0.581,0.333,0.667
v54_13,0.0,1.0,0.667,0.638,0.333,0.667
v54_14,0.0,1.0,0.667,0.741,0.667,1.0
v54_15,0.0,1.0,0.667,0.712,0.667,1.0
v54_16,0.0,1.0,0.667,0.689,0.667,1.0
v54_17,0.0,1.0,0.667,0.732,0.667,1.0
v54_18,0.0,1.0,0.667,0.785,0.667,1.0
v54_19,0.0,1.0,0.667,0.742,0.667,1.0
v54_20,0.0,1.0,0.667,0.667,0.667,0.667
v55_1,0.0,1.0,0.0,0.111,0.0,0.25
v55_2,0.0,1.0,0.0,0.193,0.0,0.25
v55_3,0.0,1.0,0.0,0.175,0.0,0.25
v55_4,0.0,1.0,0.0,0.089,0.0,0.0
v55_5,0.0,1.0,0.0,0.07,0.0,0.0
v55_6,0.0,1.0,0.0,0.094,0.0,0.0
v55_7,0.0,1.0,0.0,0.138,0.0,0.25
v55_8,0.0,1.0,0.0,0.243,0.0,0.5
v55_9,0.0,1.0,0.0,0.103,0.0,0.0
v55_10,0.0,1.0,0.0,0.154,0.0,0.25
v55_11,0.0,1.0,0.0,0.102,0.0,0.0
v55_12,0.0,1.0,0.0,0.124,0.0,0.25
v55_13,0.0,1.0,0.0,0.152,0.0,0.25
v55_14,0.0,1.0,0.0,0.145,0.0,0.25
v56_1,0.0,1.0,0.5,0.576,0.333,0.833
v56_2,0.0,1.0,0.667,0.627,0.333,0.833
v56_3,0.0,1.0,0.667,0.603,0.333,0.833
v56_4,0.0,1.0,0.667,0.597,0.333,0.833
v56_5,0.0,1.0,0.667,0.601,0.333,0.833
v56_6,0.0,1.0,0.667,0.62,0.333,0.833
v57_1,0.0,1.0,0.75,0.66,0.25,1.0
v57_2,0.0,1.0,0.75,0.656,0.25,1.0
v57_3,0.0,1.0,0.75,0.632,0.25,1.0
v57_4,0.0,1.0,0.75,0.599,0.25,1.0
v57_5,0.0,1.0,0.75,0.647,0.25,1.0
v58_1h,0.0,1.0,0.4,0.381,0.4,0.4
v58_1m,0.0,1.0,0.364,0.411,0.182,0.545
v58_2h,0.0,1.0,0.286,0.244,0.143,0.286
v58_2m,0.0,1.0,0.273,0.379,0.0,0.727
v59_1h,0.0,1.0,0.957,0.872,0.913,0.957
v59_1m,0.0,1.0,0.364,0.327,0.0,0.545
v59_2h,0.0,1.0,0.217,0.224,0.217,0.217
v59_2m,0.0,1.0,0.545,0.446,0.091,0.727
v59_3h,0.0,0.0,0.0,0.0,0.0,0.0
v59_3m,0.0,1.0,0.182,0.319,0.0,0.545
v59_4h,0.0,0.0,0.0,0.0,0.0,0.0
v59_4m,0.0,1.0,0.273,0.312,0.0,0.545
v59_5,0.0,1.0,0.667,0.681,0.667,1.0
v60_1,0.0,1.0,0.167,0.148,0.0,0.167
v60_2,0.0,1.0,0.167,0.15,0.0,0.167
v61,-5.0,230.0,163.0,163.287,157.0,169.0
v62,-5.0,563.0,51.5,54.83,45.0,60.0
v63,1.0,9.0,4.0,4.195,3.0,5.0
