scenario,setting,feature,importance_mean,importance_std
w2_self,baseline_drop_plus_interpersonal,ip_out_enemy_online_minus_offline_rate_class,4.569687738003592e-05,3.693109670231787e-05
w2_self,baseline_drop_plus_interpersonal,ip_out_friend_online_minus_offline_rate_class,1.4309123219991005e-05,5.0170659850426214e-05
w2_self,baseline_drop_plus_interpersonal,ip_out_friend_total,1.315516166995878e-05,5.204916676140193e-05
w2_self,baseline_drop_plus_interpersonal,ip_reciprocal_enemy_count,-1.846338480027132e-06,2.830006887943884e-05
w2_self,baseline_drop_plus_interpersonal,ip_out_offline_friend,-5.0774308200329795e-06,2.724522525493052e-05
w2_self,baseline_drop_plus_interpersonal,ip_out_offline_friend_rate_class,-6.000600060002137e-06,0.000222820861750812
w2_self,baseline_drop_plus_interpersonal,ip_in_offline_enemy,-3.1618546470041366e-05,3.5290098860665906e-05
w2_self,baseline_drop_plus_interpersonal,ip_in_online_enemy_rate_class,-3.958088116506331e-05,2.4274644762123264e-05
w2_self,baseline_drop_plus_interpersonal,ip_reciprocal_friend_count,-4.442751967505543e-05,0.0005627764712355448
w2_self,baseline_drop_plus_interpersonal,ip_in_friend_online_minus_offline_rate_class,-6.346788525009584e-05,2.462565844185156e-05
w2_self,baseline_drop_plus_interpersonal,ip_liked_by_me_but_enemy_to_me_count,-6.854531607009551e-05,3.813384627584442e-05
w2_self,baseline_drop_plus_interpersonal,ip_out_friend_total_rate_class,-7.293036996008917e-05,0.00023999670521904687
w2_self,baseline_drop_plus_interpersonal,ip_in_offline_friend,-8.089270465508336e-05,0.00036647934871984566
w2_self,baseline_drop_plus_interpersonal,ip_sent_net,-8.966281243509844e-05,4.0499118645168397e-05
w2_self,baseline_drop_plus_interpersonal,ip_out_online_friend_rate_class,-0.00011101110111012557,0.0002563809642638911
w2_self,baseline_drop_plus_interpersonal,ip_same_target_friend_and_enemy_count_rate_class,-0.00014851485148512645,0.0006299620899876758
w2_self,baseline_drop_plus_interpersonal,ip_out_enemy_total,-0.00021048258672022867,7.193022881061006e-05
w2_self,baseline_drop_plus_interpersonal,ip_received_like_ratio,-0.00021682937524523105,0.000433281122731352
w2_self,baseline_drop_plus_interpersonal,ip_received_net,-0.00022640725611027256,0.00018494789119976273
w2_self,baseline_drop_plus_interpersonal,ip_same_target_friend_and_enemy_count,-0.0002551408987052584,0.0002291076958544821
w2_self,baseline_drop_plus_interpersonal,ip_out_enemy_online_minus_offline,-0.00029968381453532864,0.0002573145631210408
w2_self,baseline_drop_plus_interpersonal,ip_out_online_enemy,-0.0004311200350804234,0.00015250919298541037
w2_self,baseline_drop_plus_interpersonal,ip_in_friend_total,-0.00045535322763048947,0.00033456296782432226
w2_self,baseline_drop_plus_interpersonal,ip_in_online_friend,-0.0007620762076207654,0.00028051435778124494
w2_self,baseline_no_drop_plus_interpersonal,ip_sent_like_ratio,0.0017484825405618908,0.0003529910852662656
w2_self,baseline_no_drop_plus_interpersonal,ip_liked_by_me_but_enemy_to_me_count_rate_class,0.00028502850285045956,0.00017074809964209075
w2_self,baseline_no_drop_plus_interpersonal,ip_in_friend_online_minus_offline,0.0002305615176903808,0.00010507743484995914
w2_self,baseline_no_drop_plus_interpersonal,ip_enemy_by_me_but_likes_me_count,0.0002197142791203699,0.00025889569075200966
w2_self,baseline_no_drop_plus_interpersonal,ip_in_online_friend_rate_class,0.00020667451360532608,7.54040367201675e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_in_enemy_online_minus_offline_rate_class,0.0001935193519353562,0.00021151240121647266
w2_self,baseline_no_drop_plus_interpersonal,ip_enemy_by_me_but_likes_me_count_rate_class,0.0001869417711003074,0.00019912441653509438
w2_self,baseline_no_drop_plus_interpersonal,ip_in_friend_total_rate_class,0.00011412679729526087,8.828062289684786e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_out_online_enemy_rate_class,0.00011320362805525286,4.878665028723678e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_out_enemy_total_rate_class,0.00010016386254025345,6.266935592658613e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_reciprocal_friend_count,7.477670844021622e-05,0.0001956356590302734
w2_self,baseline_no_drop_plus_interpersonal,ip_out_offline_enemy_rate_class,7.454591613021422e-05,5.6035973637786525e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_in_online_enemy,6.542961988522666e-05,7.990640061898792e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_reciprocal_friend_count_rate_class,5.8275058275236714e-05,0.0003306343513008427
w2_self,baseline_no_drop_plus_interpersonal,ip_out_offline_enemy,4.615846200020091e-05,5.443959613524301e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_in_offline_friend,4.246578504020771e-05,0.0001885424860917261
