school_id,class_name,seat_no,in_Online_Like,in_Online_Dislike,in_Offline_Like,in_Offline_Dislike
11324,國二忠,39,1,1,1,1
11324,國二忠,40,1,1,0,1
11324,國二忠,41,1,1,1,1
14302,806,1,1,0,1,0
14302,806,5,1,0,1,0
14302,806,8,1,0,1,0
14302,806,10,1,0,1,0
14302,806,11,1,0,1,0
14302,806,12,1,1,1,1
14302,806,13,1,0,1,0
14302,806,14,1,0,1,0
14302,806,15,1,1,1,1
14302,806,33,1,1,1,1
14302,806,34,0,1,0,1
14302,806,35,0,1,0,1
14302,806,36,1,1,1,1
14302,806,40,1,1,1,0
14302,806,41,1,0,0,0
14302,806,44,1,1,1,1
14302,820,1,1,0,1,0
14302,820,3,1,0,1,0
14302,820,4,1,1,1,1
14302,820,5,1,1,1,1
14302,820,6,1,1,1,0
14302,820,7,1,1,1,1
14302,820,8,1,1,1,1
14302,820,10,1,1,1,0
14302,820,11,0,1,1,1
14302,820,12,1,1,1,1
14302,820,32,1,0,1,1
14302,820,34,1,0,1,1
14302,820,36,0,1,0,1
14302,820,37,1,0,1,0
14302,820,38,1,0,1,0
14302,820,39,1,1,1,1
14302,820,41,1,0,1,0
14302,820,42,1,1,1,1
14302,820,45,0,0,1,0
14302,820,46,1,1,1,0
14322,805,1,1,1,1,1
14322,805,2,1,1,1,1
14322,805,3,1,0,1,0
14322,805,4,1,0,1,0
14322,805,5,1,1,1,1
14322,805,6,1,0,1,0
14322,805,7,1,0,1,1
14322,805,8,1,0,1,0
14322,805,9,1,1,1,1
14322,805,10,1,1,1,1
14322,805,11,1,0,1,0
14322,805,12,1,1,1,1
14322,805,13,0,1,0,1
14322,805,18,1,1,1,1
14322,805,19,1,1,1,1
14322,805,20,1,1,1,1
14322,805,21,1,1,1,1
14322,805,22,0,1,0,1
14322,805,23,1,0,1,0
14322,805,24,1,1,1,1
14322,805,25,1,1,1,0
14322,805,26,1,0,1,0
14322,805,27,1,1,1,0
14322,805,28,1,1,1,0
14322,811,1,1,1,0,1
14322,811,4,1,1,1,1
14322,811,5,1,1,1,1
14322,811,6,1,1,1,1
14322,811,7,1,1,1,1
14322,811,8,1,1,1,0
14322,811,9,1,1,1,1
14322,811,10,0,1,0,1
14322,811,11,1,1,1,1
14322,811,12,1,1,1,1
14322,811,13,1,1,1,1
14322,811,14,1,1,1,1
14322,811,17,1,0,1,1
14322,811,18,1,0,1,0
14322,811,19,1,0,1,1
14322,811,20,1,0,1,0
14322,811,21,1,1,1,1
14322,811,22,1,1,1,1
14322,811,23,1,0,1,1
14322,811,24,1,0,1,0
14322,811,25,1,1,1,1
14322,811,26,1,1,1,1
14322,811,27,1,1,1,1
14322,811,28,1,1,1,1
14322,811,29,1,0,1,1
14332,805,2,1,0,1,0
14332,805,3,1,1,1,1
14332,805,4,1,0,1,0
14332,805,5,1,1,1,1
14332,805,6,1,0,1,0
14332,805,7,1,1,1,1
14332,805,8,1,0,1,0
14332,805,9,1,1,1,0
14332,805,10,1,1,1,1
14332,805,11,0,1,0,1
14332,805,12,1,0,1,0
14332,805,13,1,1,1,1
14332,805,14,1,1,1,1
14332,805,15,1,1,1,1
14332,805,16,1,1,1,0
14332,805,17,1,1,0,1
14332,805,18,1,0,1,0
14332,805,19,1,0,1,0
14332,805,21,1,0,1,0
14332,805,22,1,0,1,0
14332,805,23,1,0,1,0
14332,805,24,1,0,1,0
14332,805,25,1,1,1,1
14332,805,26,1,0,1,0
14332,811,1,1,1,1,1
14332,811,2,1,0,1,0
14332,811,3,1,1,1,1
14332,811,4,1,0,1,0
14332,811,5,1,1,1,1
14332,811,7,1,1,1,0
14332,811,8,1,1,1,1
14332,811,9,1,1,1,1
14332,811,10,1,0,1,0
14332,811,11,1,0,1,0
14332,811,12,0,1,0,1
14332,811,13,1,0,1,0
14332,811,14,1,1,1,1
14332,811,15,1,1,1,0
14332,811,17,1,1,1,1
14332,811,18,1,0,1,1
14332,811,19,1,1,1,0
14332,811,20,1,0,1,1
14332,811,21,1,0,1,1
14332,811,22,1,1,1,0
14332,811,24,1,0,1,1
14332,811,25,1,0,1,0
14332,811,26,1,1,1,0
14332,811,27,1,0,1,1
14332,811,28,1,1,1,1
14332,811,29,1,1,1,1
14332,811,30,1,0,1,0
14332,811,31,1,1,1,1
14356,801,1,1,1,1,1
14356,801,2,1,1,1,1
14356,801,3,1,1,1,1
14356,801,4,1,0,1,0
14356,801,5,1,1,1,1
14356,801,6,1,0,1,0
14356,801,7,1,1,1,1
14356,801,8,1,1,1,1
14356,801,9,1,0,0,1
14356,801,10,1,1,1,1
14356,801,11,1,1,1,1
14356,801,12,1,0,1,0
14356,801,13,0,1,0,1
14356,801,14,1,1,1,1
14356,801,15,1,1,1,1
14356,801,21,1,1,1,1
14356,801,22,1,0,1,0
14356,801,23,1,1,1,1
14356,801,24,1,1,1,1
14356,801,25,1,0,1,0
14356,801,26,1,0,1,0
14356,801,27,1,1,1,1
14356,801,28,1,0,1,0
14356,801,29,1,1,1,1
14356,801,30,1,1,1,1
14356,801,31,1,0,1,0
14356,801,32,1,1,1,1
14356,801,33,1,1,1,1
14356,806,7,1,0,1,0
14356,806,9,1,0,1,0
14356,806,11,1,0,1,0
14356,806,15,1,0,1,0
14356,806,21,1,0,1,0
14356,806,22,1,1,1,1
14356,806,27,0,1,0,1
14356,806,29,0,1,0,0
14364,802,1,1,1,1,0
14364,802,2,1,1,1,0
14364,802,3,1,1,1,1
14364,802,4,1,1,1,1
14364,802,5,1,1,1,1
14364,802,6,1,1,1,1
14364,802,7,1,1,1,1
14364,802,8,1,1,1,1
14364,802,9,1,0,1,0
14364,802,10,1,1,1,1
14364,802,11,1,0,1,0
14364,802,12,1,1,1,1
14364,802,13,1,1,1,0
14364,802,14,1,1,1,1
14364,802,17,0,1,0,1
14364,802,18,0,1,0,1
14364,802,19,1,1,1,1
14364,802,20,1,1,1,1
14364,802,21,1,1,1,1
14364,802,22,1,1,1,1
14364,802,23,1,0,1,0
14364,802,24,1,1,1,1
14364,802,25,1,1,1,1
14364,802,26,1,0,1,0
14364,802,27,1,0,1,0
14364,806,1,1,1,1,1
14364,806,2,1,0,1,0
14364,806,3,1,1,0,1
14364,806,6,1,0,1,1
14364,806,7,1,1,0,1
14364,806,8,0,1,0,1
14364,806,9,1,0,1,0
14364,806,10,1,1,1,1
14364,806,11,1,0,1,0
14364,806,13,1,0,1,0
14364,806,14,1,0,1,0
14364,806,16,0,1,1,0
14364,806,17,1,0,1,0
14364,806,18,1,1,1,1
14364,806,19,1,1,1,1
14364,806,20,1,1,1,1
14364,806,22,1,1,1,1
14364,806,23,1,0,1,0
14364,806,24,1,1,1,0
14364,806,26,0,1,0,1
14364,806,28,1,1,1,1
14364,806,29,1,1,1,1
14505,814,1,0,1,0,1
14505,814,2,0,1,1,1
14505,814,3,1,1,1,1
14505,814,5,1,1,1,1
14505,814,6,1,0,1,0
14505,814,7,1,1,1,1
14505,814,8,1,0,1,1
14505,814,9,1,0,1,0
14505,814,11,1,0,1,1
14505,814,12,1,1,1,1
14505,814,13,1,1,1,1
14505,814,14,0,1,1,1
14505,814,15,1,1,1,1
14505,814,16,1,1,1,1
14505,814,17,1,1,1,1
14505,814,21,1,1,1,1
14505,814,22,1,0,1,1
14505,814,24,1,1,1,1
14505,814,26,1,1,1,1
14505,814,27,1,1,1,1
14505,814,30,1,1,1,1
14505,814,31,1,1,1,1
14505,814,32,1,0,1,1
14505,814,33,1,1,1,1
14505,814,34,1,1,1,1
14505,829,2,1,0,1,0
14505,829,3,1,0,1,0
14505,829,5,1,0,1,0
14505,829,6,1,1,0,1
14505,829,7,1,0,1,0
14505,829,8,1,0,1,0
14505,829,9,1,0,1,0
14505,829,10,1,1,1,1
14505,829,12,0,1,1,1
14505,829,13,1,0,1,0
14505,829,14,1,0,1,0
14505,829,15,0,1,0,1
14505,829,21,1,0,1,0
14505,829,23,1,0,1,0
14505,829,25,1,0,1,0
14505,829,26,1,0,1,0
14505,829,27,1,0,1,0
14505,829,28,1,0,1,0
14505,829,29,1,0,1,0
14505,829,30,1,1,1,1
14505,829,33,1,1,0,1
14505,829,34,1,0,1,0
14505,829,35,1,0,1,0
14505,829,36,1,0,1,0
14509,807,1,1,1,1,1
14509,807,2,1,1,1,1
14509,807,3,1,1,1,1
14509,807,5,1,0,1,0
14509,807,6,1,0,1,0
14509,807,7,1,1,1,1
14509,807,8,1,0,1,0
14509,807,9,1,0,1,1
14509,807,10,1,1,1,1
14509,807,11,1,1,1,1
14509,807,12,1,1,1,1
14509,807,13,1,1,1,1
14509,807,14,1,0,1,1
14509,807,15,1,1,1,1
14509,807,19,0,1,0,1
14509,807,20,1,1,1,0
14509,807,21,1,1,1,0
14509,807,22,1,0,1,0
14509,807,23,1,1,1,0
14509,807,24,1,0,1,0
14509,807,25,1,1,1,1
14509,815,2,1,1,0,1
14509,815,3,1,1,1,1
14509,815,4,1,0,1,0
14509,815,5,0,1,1,1
14509,815,8,1,0,1,0
14509,815,9,1,1,1,0
14509,815,10,1,1,1,0
14509,815,11,1,0,1,0
14509,815,12,1,0,1,0
14509,815,13,1,1,1,1
14509,815,14,1,1,1,1
14509,815,17,1,1,1,1
14509,815,18,1,0,1,0
14509,815,19,1,0,1,1
14509,815,20,1,0,1,0
14509,815,21,1,1,1,0
14509,815,22,1,0,1,0
14509,815,23,1,0,1,1
14509,815,24,1,0,1,1
14509,815,25,1,0,1,1
14509,815,26,1,0,1,1
14510,801,1,1,0,0,1
14510,801,2,1,0,1,0
14510,801,3,0,1,0,1
14510,801,7,1,0,1,0
14510,801,8,1,0,1,0
14510,801,9,1,0,1,0
14510,801,10,0,1,1,1
14510,801,11,1,1,1,1
14510,801,12,1,0,1,0
14510,801,14,1,0,1,0
14510,801,15,0,1,1,1
14510,801,16,1,0,1,0
14510,801,17,0,1,1,1
14510,801,18,1,1,1,0
14510,801,20,1,0,0,0
14510,801,21,1,0,1,0
14510,801,22,1,0,1,1
14510,801,23,1,1,1,1
14510,801,24,1,1,1,1
14510,801,26,1,1,1,1
14510,801,27,0,0,1,0
14510,806,2,1,0,1,0
14510,806,3,1,1,1,1
14510,806,4,1,1,1,1
14510,806,6,1,0,1,0
14510,806,8,1,1,1,1
14510,806,9,1,1,1,1
14510,806,10,1,0,1,0
14510,806,11,1,1,1,1
14510,806,12,1,0,1,0
14510,806,13,1,0,1,0
14510,806,15,1,1,1,1
14510,806,16,1,0,1,1
14510,806,18,1,1,1,1
14510,806,19,1,0,1,0
14510,806,20,1,0,1,0
14510,806,21,1,1,0,1
14510,806,22,1,0,1,0
14510,806,23,1,0,1,0
14510,806,24,1,0,1,0
14510,806,25,1,1,1,1
14510,806,26,1,1,1,1
14513,802,1,1,1,1,0
14513,802,2,1,0,1,0
14513,802,3,1,0,1,1
14513,802,4,1,1,1,1
14513,802,5,1,1,1,1
14513,802,6,1,1,1,1
14513,802,7,0,0,1,1
14513,802,8,1,0,1,0
14513,802,9,1,1,1,1
14513,802,10,0,1,1,0
14513,802,11,1,1,1,0
14513,802,12,1,0,1,0
14513,802,13,1,1,1,1
14513,802,14,1,0,1,0
14513,802,22,1,1,0,1
14513,802,25,1,0,1,0
14513,802,26,0,1,0,1
14513,802,27,1,0,1,0
14513,802,28,1,0,1,0
14513,802,29,1,0,1,0
14513,802,30,1,0,1,0
14513,809,1,1,1,1,0
14513,809,3,1,0,1,0
14513,809,4,1,1,1,1
14513,809,5,1,1,1,1
14513,809,8,0,1,1,1
14513,809,9,1,1,1,0
14513,809,11,1,0,1,0
14513,809,12,0,1,1,1
14513,809,13,1,1,1,0
14513,809,21,1,0,1,0
14513,809,22,1,1,1,1
14513,809,23,1,0,1,0
14513,809,25,1,0,1,0
14513,809,27,0,1,0,1
14513,809,28,0,1,0,1
14513,809,30,1,0,1,0
14513,809,31,1,1,1,1
14513,809,33,1,1,1,1
14514,806,1,1,1,1,1
14514,806,2,1,1,1,1
14514,806,4,1,1,0,1
14514,806,5,1,0,1,0
14514,806,6,1,0,1,0
14514,806,7,1,0,1,0
14514,806,9,1,1,1,1
14514,806,10,1,1,1,1
14514,806,11,1,0,1,0
14514,806,12,1,0,1,0
14514,806,13,1,0,1,0
14514,806,15,1,0,1,0
14514,806,16,0,1,0,1
14514,806,17,1,1,0,1
14514,806,19,1,0,1,0
14514,806,20,1,1,1,1
14514,806,21,1,0,1,0
14514,806,22,1,1,1,1
14514,806,23,1,1,0,1
14514,806,24,0,1,1,0
14514,806,25,1,0,1,0
14514,806,26,1,1,1,1
14514,806,27,1,1,1,1
14514,806,28,1,0,1,0
14514,814,1,1,1,1,1
14514,814,3,1,1,1,1
14514,814,4,1,0,1,0
14514,814,7,1,1,1,1
14514,814,8,1,1,1,1
14514,814,11,1,0,1,1
14514,814,12,1,1,1,1
14514,814,13,1,1,1,1
14514,814,15,1,1,1,1
14514,814,16,1,1,1,1
14514,814,17,1,1,1,1
14514,814,18,1,1,1,1
14514,814,19,1,1,1,1
14514,814,20,1,0,1,0
14514,814,23,1,1,1,0
14514,814,24,1,0,1,0
14514,814,25,1,0,1,0
14514,814,26,1,0,1,1
14516,810,2,1,0,1,0
14516,810,3,1,1,1,1
14516,810,7,1,0,1,0
14516,810,8,0,1,0,1
14516,810,9,1,1,1,0
14516,810,10,1,0,1,1
14516,810,11,1,1,1,1
14516,810,14,1,1,1,0
14516,810,15,1,1,1,0
14516,810,16,1,0,1,0
14516,810,17,1,0,1,0
14516,810,19,1,1,1,1
14516,810,20,1,1,1,1
14516,810,24,1,1,1,1
14516,810,26,1,0,1,0
14516,826,1,1,0,1,1
14516,826,2,1,0,1,1
14516,826,3,1,0,1,0
14516,826,4,1,0,1,1
14516,826,5,1,0,1,0
14516,826,6,1,1,1,0
14516,826,7,1,1,1,1
14516,826,8,1,0,1,1
14516,826,9,1,1,1,1
14516,826,10,1,1,1,1
14516,826,11,1,1,1,1
14516,826,12,1,1,1,1
14516,826,13,1,1,1,1
14516,826,14,1,1,1,1
14516,826,15,1,1,1,1
14516,826,18,1,0,1,1
14516,826,19,1,1,1,1
14516,826,24,1,0,1,1
14516,826,29,0,1,0,1
14517,806,1,1,0,1,1
14517,806,2,1,0,1,0
14517,806,3,1,0,1,0
14517,806,4,0,1,0,1
14517,806,6,1,1,1,1
14517,806,7,1,1,1,1
14517,806,8,1,1,1,1
14517,806,9,1,0,1,0
14517,806,15,1,1,1,1
14517,806,16,0,1,1,1
14517,806,17,0,1,1,1
14517,806,18,1,1,1,1
14517,806,19,1,0,1,0
14517,806,20,1,1,1,1
14517,806,21,1,0,1,0
14517,806,22,1,1,1,0
14517,806,24,1,1,1,1
14517,806,25,1,0,1,0
14517,806,27,1,1,1,1
14517,820,1,1,0,1,0
14517,820,2,1,1,1,1
14517,820,4,1,1,1,1
14517,820,5,0,1,1,1
14517,820,6,1,1,1,1
14517,820,8,1,0,1,1
14517,820,9,1,1,1,1
14517,820,10,1,1,1,1
14517,820,12,1,0,1,0
14517,820,13,1,1,0,1
14517,820,15,1,0,1,0
14517,820,16,1,0,1,0
14517,820,17,1,1,1,1
14517,820,19,1,0,1,0
14517,820,20,1,0,1,0
14517,820,21,1,1,1,1
14517,820,22,0,0,1,0
14517,820,23,1,0,1,1
14517,820,24,0,0,1,0
14517,820,25,1,0,1,0
14517,820,26,1,0,1,0
14518,804,2,1,0,1,0
14518,804,4,1,0,1,0
14518,804,5,1,0,1,0
14518,804,6,1,0,1,0
14518,804,7,1,1,0,1
14518,804,9,1,1,1,1
14518,804,10,1,1,0,1
14518,804,11,1,0,1,0
14518,804,12,1,0,1,0
14518,804,26,1,0,1,0
14518,804,29,1,0,1,0
14518,804,32,1,0,1,1
14518,804,33,1,1,1,1
14518,804,34,1,0,1,0
14518,804,35,1,0,1,1
14518,809,1,1,0,1,0
14518,809,3,1,0,1,0
14518,809,4,1,1,1,0
14518,809,5,1,1,1,1
14518,809,7,1,0,1,1
14518,809,8,1,1,1,1
14518,809,9,1,0,1,0
14518,809,10,0,1,0,1
14518,809,11,1,0,1,0
14518,809,12,1,1,1,1
14518,809,13,1,0,1,0
14518,809,14,0,1,1,1
14518,809,15,1,1,1,0
14518,809,30,0,1,0,1
14518,809,31,1,0,1,0
14518,809,33,1,0,1,0
14518,809,34,1,0,1,0
14524,803,1,1,0,1,0
14524,803,3,0,0,1,0
14524,803,4,1,0,1,0
14524,803,6,1,0,1,0
14524,803,7,1,1,1,0
14524,803,9,1,0,1,0
14524,803,10,1,0,1,0
14524,803,12,1,0,1,0
14524,803,14,1,0,1,0
14524,803,15,0,0,1,0
14524,803,23,1,0,0,0
14524,803,24,1,0,1,0
14524,803,25,1,0,1,0
14524,803,29,1,0,1,0
14524,803,32,1,0,1,0
14524,812,1,0,1,1,1
14524,812,2,0,1,1,1
14524,812,5,1,0,1,1
14524,812,11,1,0,1,1
14524,812,12,0,0,1,1
14524,812,13,1,0,1,0
14524,812,14,0,1,0,1
14524,812,21,1,0,1,0
14524,812,22,1,0,1,0
14524,812,23,0,1,0,1
14524,812,24,1,0,1,0
14524,812,25,1,0,1,0
14524,812,28,1,0,1,0
14524,812,29,1,0,1,0
14524,812,30,1,0,1,1
14524,812,31,0,1,0,1
14524,812,34,1,0,1,1
14524,812,35,1,1,1,0
14525,806,1,1,1,1,1
14525,806,2,1,0,1,0
14525,806,3,1,1,1,1
14525,806,4,1,1,1,1
14525,806,6,1,1,1,1
14525,806,7,1,0,1,0
14525,806,8,1,1,1,1
14525,806,10,1,0,0,0
14525,806,11,1,1,1,0
14525,806,12,1,0,1,0
14525,806,13,1,1,1,1
14525,806,14,1,1,1,0
14525,806,16,1,1,1,1
14525,806,17,0,1,0,1
14525,806,18,1,1,1,1
14525,806,19,1,1,1,0
14525,806,21,1,0,1,0
14525,806,22,1,1,1,1
14525,806,23,1,0,1,0
14525,806,24,1,0,1,0
14525,806,25,1,1,1,1
14525,806,26,1,0,1,0
14525,815,1,1,0,1,0
14525,815,2,1,0,1,0
14525,815,3,1,0,1,0
14525,815,4,1,1,1,1
14525,815,6,1,1,1,0
14525,815,7,1,0,1,0
14525,815,8,1,1,0,1
14525,815,9,1,0,1,0
14525,815,10,0,1,0,1
14525,815,11,0,1,1,1
14525,815,12,1,0,1,0
14525,815,13,1,0,1,0
14525,815,14,1,0,1,1
14525,815,15,1,1,1,1
14525,815,16,1,0,1,0
14525,815,17,1,0,1,0
14525,815,18,1,0,1,0
14525,815,19,1,1,1,1
14525,815,20,1,1,1,1
14525,815,21,1,0,1,1
14525,815,22,1,1,1,1
14525,815,23,1,1,1,1
14525,815,25,1,0,1,0
14525,815,26,1,1,1,1
14525,815,27,1,0,1,0
14531,八年六班,1,1,1,1,1
14531,八年六班,3,1,0,1,0
14531,八年六班,4,1,0,1,0
14531,八年六班,6,0,0,1,0
14531,八年六班,7,1,0,1,0
14531,八年六班,10,1,1,1,0
14531,八年六班,13,1,1,1,1
14531,八年六班,14,1,0,1,0
14531,八年六班,15,1,1,1,1
14531,八年六班,16,1,1,1,1
14531,八年六班,17,1,0,1,0
14531,八年六班,18,1,0,1,0
14531,八年六班,19,1,1,1,0
14531,八年六班,20,1,1,1,1
14531,八年六班,22,1,1,1,1
14531,八年六班,23,1,0,1,0
14531,八年六班,24,1,0,1,0
14531,八年六班,25,1,1,1,1
14531,八年六班,26,1,1,1,1
14531,八年六班,27,1,1,1,1
14531,八年六班,28,1,1,1,1
14531,八年六班,29,1,0,1,0
14531,八年六班,30,1,0,1,1
14531,八年六班,31,1,0,1,1
14531,八年六班,32,1,1,1,1
14531,八年六班,33,1,1,1,1
14531,八年十四班,1,1,1,1,1
14531,八年十四班,2,1,0,1,0
14531,八年十四班,3,1,1,1,1
14531,八年十四班,4,1,1,1,1
14531,八年十四班,5,1,1,1,1
14531,八年十四班,6,1,1,1,0
14531,八年十四班,8,1,1,1,1
14531,八年十四班,9,1,1,1,0
14531,八年十四班,11,0,1,1,1
14531,八年十四班,12,1,0,1,0
14531,八年十四班,13,1,1,1,0
14531,八年十四班,14,1,0,1,0
14531,八年十四班,15,1,0,1,0
14531,八年十四班,19,1,0,1,1
14531,八年十四班,20,1,1,1,1
14531,八年十四班,21,1,1,1,1
14531,八年十四班,22,1,1,1,1
14531,八年十四班,23,1,0,1,0
14531,八年十四班,24,1,1,1,1
14531,八年十四班,25,1,0,1,0
14531,八年十四班,28,1,0,1,0
14531,八年十四班,29,1,1,1,0
14531,八年十四班,30,1,0,1,0
14531,八年十四班,31,1,0,1,0
14531,八年十四班,32,1,0,1,0
14555,805,1,1,1,1,1
14555,805,2,1,1,1,1
14555,805,5,1,1,1,1
14555,805,7,1,0,1,0
14555,805,9,1,1,1,1
14555,805,10,1,0,1,0
14555,805,12,1,0,1,0
14555,805,15,1,0,1,0
14555,805,16,1,1,1,0
14555,805,18,1,0,1,0
14555,805,20,1,1,1,1
14555,805,23,1,0,1,0
14555,805,24,1,0,1,0
14555,805,26,1,0,1,0
14555,805,27,0,1,0,1
14555,814,3,1,1,1,1
14555,814,7,1,0,1,0
14555,814,9,1,1,1,1
14555,814,10,1,0,1,0
14555,814,11,1,0,1,0
14555,814,15,1,1,1,1
14555,814,16,1,0,1,0
14555,814,17,1,1,1,1
14555,814,18,1,0,1,0
14555,814,19,1,0,1,0
14555,814,20,1,0,1,0
14555,814,23,1,0,1,0
14555,814,24,1,0,1,0
14555,814,25,1,1,1,1
14555,814,26,1,1,1,1
14559,801,1,1,1,1,1
14559,801,2,1,1,1,1
14559,801,3,1,0,1,0
14559,801,5,1,1,1,1
14559,801,6,1,1,1,1
14559,801,7,1,0,1,0
14559,801,9,1,0,1,0
14559,801,10,1,1,1,1
14559,801,11,1,0,1,0
14559,801,12,0,1,1,1
14559,801,13,1,0,1,1
14559,801,15,1,1,1,1
14559,801,16,1,0,1,0
14559,801,17,1,1,1,1
14559,801,18,1,1,1,1
14559,801,21,1,1,1,1
14559,801,22,1,0,1,0
14559,801,23,1,1,1,1
14559,801,24,1,1,1,1
14559,801,25,1,0,1,0
14559,801,26,1,0,1,0
14559,801,28,1,0,1,0
14559,801,31,1,1,1,1
14559,801,33,1,1,1,1
14559,801,34,1,1,1,1
14559,801,35,1,1,1,0
14559,801,36,1,0,1,1
14559,812,1,1,1,1,1
14559,812,3,0,1,1,1
14559,812,4,1,1,0,1
14559,812,5,1,1,1,1
14559,812,7,1,1,1,1
14559,812,9,1,1,1,1
14559,812,10,0,0,1,0
14559,812,11,1,0,1,0
14559,812,13,1,1,1,1
14559,812,14,1,0,1,0
14559,812,16,1,0,1,0
14559,812,17,0,1,0,1
14559,812,18,1,1,1,1
14559,812,21,1,0,1,0
14559,812,23,1,1,1,0
14559,812,24,1,0,1,0
14559,812,25,1,1,1,0
14559,812,26,1,1,1,1
14559,812,28,1,1,1,1
14559,812,29,1,1,0,1
14559,812,30,1,1,1,1
14559,812,31,1,1,1,1
14559,812,33,1,0,1,0
14559,812,34,1,0,1,0
14559,812,35,1,1,1,1
14559,812,36,1,1,1,1
14560,801,2,1,1,1,1
14560,801,3,1,0,1,0
14560,801,4,1,1,1,1
14560,801,5,1,1,1,1
14560,801,6,1,1,1,0
14560,801,7,1,1,1,1
14560,801,8,1,0,1,1
14560,801,9,1,0,1,0
14560,801,10,1,1,1,1
14560,801,11,1,1,1,1
14560,801,12,1,0,1,0
14560,801,14,1,0,1,0
14560,801,15,1,0,1,0
14560,801,16,1,1,1,1
14560,801,17,1,0,1,0
14560,801,18,1,1,1,0
14560,801,19,1,1,1,0
14560,801,20,1,0,1,0
14560,801,23,1,0,1,0
14560,804,2,1,1,1,1
14560,804,3,0,1,0,1
14560,804,5,1,1,1,1
14560,804,6,1,0,1,1
14560,804,7,1,0,1,1
14560,804,8,1,1,1,1
14560,804,9,1,1,1,1
14560,804,10,1,1,1,1
14560,804,11,1,1,1,0
14560,804,13,1,1,1,1
14560,804,14,1,0,1,0
14560,804,15,1,1,1,1
14560,804,16,1,1,1,1
14560,804,17,1,0,1,0
14560,804,18,1,1,1,1
14560,804,20,1,1,1,1
14560,804,21,1,0,1,0
14560,804,22,1,0,1,0
14566,803,1,1,1,1,0
14566,803,2,1,1,1,0
14566,803,5,1,0,1,0
14566,803,6,1,1,1,1
14566,803,7,1,1,1,1
