student_id,school_id,class,v13,nominated_seat_no,rank
s112011301062,11301,805.0,2,4,4
s112011301062,11301,805.0,2,11,5
s112011301063,11301,805.0,3,1,1
s112011301063,11301,805.0,3,4,2
s112011301063,11301,805.0,3,9,3
s112011301063,11301,805.0,3,10,4
s112011301063,11301,805.0,3,17,5
s112011301064,11301,805.0,4,17,1
s112011301064,11301,805.0,4,2,2
s112011301064,11301,805.0,4,9,3
s112011301064,11301,805.0,4,14,4
s112011301065,11301,805.0,5,11,1
s112011301065,11301,805.0,5,17,2
s112011301065,11301,805.0,5,14,3
s112011301065,11301,805.0,5,2,4
s112011301065,11301,805.0,5,13,5
s112011301067,11301,805.0,9,1,1
s112011301067,11301,805.0,9,3,2
s112011301067,11301,805.0,9,4,3
s112011301067,11301,805.0,9,20,4
s112011301067,11301,805.0,9,22,5
s112011301068,11301,805.0,10,12,1
s112011301068,11301,805.0,10,17,2
s112011301068,11301,805.0,10,1,3
s112011301068,11301,805.0,10,3,4
s112011301068,11301,805.0,10,19,5
s112011301069,11301,805.0,11,17,1
s112011301069,11301,805.0,11,16,2
s112011301069,11301,805.0,11,7,3
s112011301069,11301,805.0,11,5,4
s112011301069,11301,805.0,11,31,5
s112011301071,11301,805.0,13,16,1
s112011301071,11301,805.0,13,2,2
s112011301071,11301,805.0,13,14,3
s112011301071,11301,805.0,13,19,4
s112011301071,11301,805.0,13,11,5
s112011301072,11301,805.0,14,2,1
s112011301072,11301,805.0,14,17,2
s112011301072,11301,805.0,14,11,3
s112011301072,11301,805.0,14,13,4
s112011301072,11301,805.0,14,5,5
s112011301073,11301,805.0,15,18,1
s112011301073,11301,805.0,15,12,2
s112011301073,11301,805.0,15,14,3
s112011301074,11301,805.0,16,13,1
s112011301074,11301,805.0,16,15,2
s112011301074,11301,805.0,16,17,3
s112011301074,11301,805.0,16,19,4
s112011301074,11301,805.0,16,14,5
s112011301075,11301,805.0,17,2,1
s112011301075,11301,805.0,17,4,2
s112011301075,11301,805.0,17,14,3
s112011301075,11301,805.0,17,11,4
s112011301076,11301,805.0,18,12,1
s112011301076,11301,805.0,18,15,2
s112011301078,11301,805.0,20,22,1
s112011301078,11301,805.0,20,26,2
s112011301079,11301,805.0,21,35,1
s112011301079,11301,805.0,21,29,2
s112011301079,11301,805.0,21,33,3
s112011301079,11301,805.0,21,34,4
s112011301080,11301,805.0,22,9,1
s112011301080,11301,805.0,22,20,2
s112011301080,11301,805.0,22,1,3
s112011301080,11301,805.0,22,3,4
s112011301080,11301,805.0,22,4,5
s112011301081,11301,805.0,25,27,1
s112011301081,11301,805.0,25,40,2
s112011301081,11301,805.0,25,31,3
s112011301081,11301,805.0,25,39,4
s112011301082,11301,805.0,26,40,1
s112011301082,11301,805.0,26,27,2
s112011301082,11301,805.0,26,7,3
s112011301082,11301,805.0,26,39,4
s112011301082,11301,805.0,26,20,5
s112011301083,11301,805.0,27,40,1
s112011301083,11301,805.0,27,25,2
s112011301083,11301,805.0,27,31,3
s112011301083,11301,805.0,27,30,4
s112011301083,11301,805.0,27,28,5
s112011301084,11301,805.0,28,7,1
s112011301084,11301,805.0,28,30,2
s112011301084,11301,805.0,28,27,3
s112011301084,11301,805.0,28,29,4
s112011301084,11301,805.0,28,25,5
s112011301086,11301,805.0,30,28,1
s112011301086,11301,805.0,30,7,2
s112011301086,11301,805.0,30,27,3
s112011301087,11301,805.0,31,11,1
s112011301087,11301,805.0,31,25,2
s112011301087,11301,805.0,31,27,3
s112011301087,11301,805.0,31,40,4
s112011301087,11301,805.0,31,16,5
s112011301088,11301,805.0,33,21,1
s112011301088,11301,805.0,33,29,2
s112011301088,11301,805.0,33,34,3
s112011301088,11301,805.0,33,35,4
s112011301088,11301,805.0,33,40,5
s112011301089,11301,805.0,34,29,1
s112011301089,11301,805.0,34,33,2
s112011301089,11301,805.0,34,35,3
s112011301089,11301,805.0,34,21,4
s112011301090,11301,805.0,35,21,1
s112011301090,11301,805.0,35,29,2
s112011301090,11301,805.0,35,33,3
s112011301090,11301,805.0,35,34,4
s112011301094,11301,805.0,39,31,1
s112011301094,11301,805.0,39,40,2
s112011301094,11301,805.0,39,27,3
s112011301094,11301,805.0,39,29,4
s112011301094,11301,805.0,39,33,5
s112011306023,11306,108.0,1,23,1
s112011306023,11306,108.0,1,18,2
s112011306023,11306,108.0,1,21,3
s112011306023,11306,108.0,1,3,4
s112011306023,11306,108.0,1,34,5
s112011306026,11306,108.0,4,13,1
s112011306026,11306,108.0,4,20,2
s112011306026,11306,108.0,4,2,3
s112011306026,11306,108.0,4,11,4
s112011306026,11306,108.0,4,33,5
s112011306027,11306,108.0,5,9,1
s112011306027,11306,108.0,5,28,2
s112011306027,11306,108.0,5,36,3
s112011306027,11306,108.0,5,21,4
s112011306027,11306,108.0,5,30,5
s112011306029,11306,108.0,7,10,1
s112011306029,11306,108.0,7,16,2
s112011306029,11306,108.0,7,26,3
s112011306029,11306,108.0,7,40,4
s112011306034,11306,108.0,12,36,1
s112011306034,11306,108.0,12,22,2
s112011306038,11306,108.0,16,7,1
s112011306038,11306,108.0,16,10,2
s112011306038,11306,108.0,16,26,3
s112011306039,11306,108.0,17,22,1
s112011306039,11306,108.0,17,21,2
s112011306039,11306,108.0,17,33,3
s112011306042,11306,108.0,20,8,1
s112011306042,11306,108.0,20,28,2
s112011306042,11306,108.0,20,3,3
s112011306042,11306,108.0,20,23,4
s112011306042,11306,108.0,20,24,5
s112011306043,11306,108.0,21,29,1
s112011306043,11306,108.0,21,22,2
s112011306043,11306,108.0,21,35,3
s112011306043,11306,108.0,21,3,4
s112011306043,11306,108.0,21,28,5
s112011306044,11306,108.0,22,6,1
s112011306044,11306,108.0,22,13,2
s112011306044,11306,108.0,22,21,3
s112011306044,11306,108.0,22,29,4
s112011306044,11306,108.0,22,35,5
s112011306045,11306,108.0,23,1,1
s112011306045,11306,108.0,23,14,2
s112011306045,11306,108.0,23,18,3
s112011306045,11306,108.0,23,28,4
s112011306046,11306,108.0,24,25,1
s112011306046,11306,108.0,24,36,2
s112011306046,11306,108.0,24,28,3
s112011306046,11306,108.0,24,12,4
s112011306046,11306,108.0,24,29,5
s112011306050,11306,108.0,28,3,1
s112011306050,11306,108.0,28,36,2
s112011306050,11306,108.0,28,14,3
s112011306050,11306,108.0,28,18,4
s112011306050,11306,108.0,28,21,5
s112011306051,11306,108.0,29,6,1
s112011306051,11306,108.0,29,22,2
s112011306051,11306,108.0,29,35,3
s112011306051,11306,108.0,29,27,4
s112011306053,11306,108.0,31,29,1
s112011306053,11306,108.0,31,28,2
s112011306053,11306,108.0,31,22,3
s112011306053,11306,108.0,31,3,4
s112011306053,11306,108.0,31,33,5
s112011306054,11306,108.0,32,34,1
s112011306054,11306,108.0,32,37,2
s112011306055,11306,108.0,34,32,1
s112011306055,11306,108.0,34,37,2
s112011306055,11306,108.0,34,1,4
s112011306056,11306,108.0,35,3,1
s112011306056,11306,108.0,35,29,2
s112011306056,11306,108.0,35,17,3
s112011306056,11306,108.0,35,21,4
s112011306056,11306,108.0,35,22,5
s112011306057,11306,108.0,37,34,1
s112011306057,11306,108.0,37,32,2
s112011306058,11306,108.0,36,21,1
s112011306058,11306,108.0,36,3,2
s112011306058,11306,108.0,36,18,3
s112011306058,11306,108.0,36,28,4
s112011306058,11306,108.0,36,8,5
s112011324027,11324,國二忠,4,4,1
s112011324028,11324,國二忠,5,17,1
s112011324028,11324,國二忠,5,1,2
s112011324028,11324,國二忠,5,13,3
s112011324028,11324,國二忠,5,4,4
s112011324028,11324,國二忠,5,31,5
s112011324030,11324,國二忠,7,9,1
s112011324030,11324,國二忠,7,10,2
s112011324030,11324,國二忠,7,2,3
s112011324030,11324,國二忠,7,17,4
s112011324030,11324,國二忠,7,16,5
s112011324032,11324,國二忠,9,7,1
s112011324033,11324,國二忠,10,16,1
s112011324033,11324,國二忠,10,17,2
s112011324033,11324,國二忠,10,22,3
s112011324033,11324,國二忠,10,13,4
s112011324033,11324,國二忠,10,5,5
s112011324034,11324,國二忠,11,6,1
s112011324034,11324,國二忠,11,12,2
s112011324034,11324,國二忠,11,39,3
s112011324034,11324,國二忠,11,19,4
s112011324034,11324,國二忠,11,4,5
s112011324036,11324,國二忠,13,1,1
s112011324036,11324,國二忠,13,17,2
s112011324036,11324,國二忠,13,5,3
s112011324036,11324,國二忠,13,3,4
s112011324037,11324,國二忠,14,7,1
s112011324037,11324,國二忠,14,10,2
s112011324037,11324,國二忠,14,20,3
s112011324038,11324,國二忠,15,1,1
s112011324038,11324,國二忠,15,17,2
s112011324038,11324,國二忠,15,16,3
s112011324038,11324,國二忠,15,13,4
s112011324038,11324,國二忠,15,4,5
s112011324040,11324,國二忠,17,1,1
s112011324040,11324,國二忠,17,23,2
s112011324040,11324,國二忠,17,5,3
s112011324040,11324,國二忠,17,7,4
s112011324040,11324,國二忠,17,9,5
s112011324041,11324,國二忠,18,38,1
s112011324041,11324,國二忠,18,30,2
s112011324041,11324,國二忠,18,29,3
s112011324041,11324,國二忠,18,31,4
s112011324041,11324,國二忠,18,19,5
s112011324042,11324,國二忠,19,39,1
s112011324042,11324,國二忠,19,32,2
s112011324042,11324,國二忠,19,29,3
s112011324042,11324,國二忠,19,35,4
s112011324042,11324,國二忠,19,18,5
s112011324043,11324,國二忠,20,14,1
s112011324043,11324,國二忠,20,41,2
s112011324044,11324,國二忠,22,28,1
s112011324044,11324,國二忠,22,23,2
s112011324044,11324,國二忠,22,25,3
s112011324044,11324,國二忠,22,7,4
s112011324044,11324,國二忠,22,1,5
s112011324045,11324,國二忠,23,17,5
s112011324046,11324,國二忠,24,27,1
s112011324046,11324,國二忠,24,33,2
s112011324046,11324,國二忠,24,37,3
s112011324046,11324,國二忠,24,22,4
s112011324046,11324,國二忠,24,23,5
s112011324048,11324,國二忠,26,27,1
s112011324048,11324,國二忠,26,28,2
s112011324048,11324,國二忠,26,33,3
s112011324048,11324,國二忠,26,31,4
s112011324048,11324,國二忠,26,37,5
s112011324049,11324,國二忠,27,24,1
s112011324049,11324,國二忠,27,37,2
s112011324049,11324,國二忠,27,33,3
s112011324049,11324,國二忠,27,26,4
s112011324049,11324,國二忠,27,41,5
s112011324050,11324,國二忠,28,25,1
s112011324050,11324,國二忠,28,26,2
s112011324050,11324,國二忠,28,22,3
s112011324050,11324,國二忠,28,23,4
s112011324050,11324,國二忠,28,40,5
s112011324051,11324,國二忠,29,39,1
s112011324051,11324,國二忠,29,35,2
s112011324051,11324,國二忠,29,30,3
s112011324051,11324,國二忠,29,18,4
s112011324051,11324,國二忠,29,32,5
s112011324052,11324,國二忠,30,18,1
s112011324052,11324,國二忠,30,29,2
s112011324052,11324,國二忠,30,35,3
s112011324052,11324,國二忠,30,38,4
s112011324052,11324,國二忠,30,32,5
s112011324053,11324,國二忠,31,26,1
s112011324054,11324,國二忠,32,29,1
s112011324054,11324,國二忠,32,19,2
s112011324054,11324,國二忠,32,39,3
s112011324054,11324,國二忠,32,18,4
s112011324054,11324,國二忠,32,30,5
s112011324055,11324,國二忠,33,37,1
s112011324055,11324,國二忠,33,26,2
s112011324055,11324,國二忠,33,4,3
s112011324055,11324,國二忠,33,34,4
s112011324055,11324,國二忠,33,15,5
s112011324056,11324,國二忠,34,22,1
s112011324056,11324,國二忠,34,23,2
s112011324056,11324,國二忠,34,26,3
s112011324056,11324,國二忠,34,37,4
s112011324056,11324,國二忠,34,27,5
s112011324057,11324,國二忠,35,30,1
s112011324057,11324,國二忠,35,39,2
s112011324057,11324,國二忠,35,29,3
s112011324057,11324,國二忠,35,19,4
s112011324057,11324,國二忠,35,38,5
s112011324058,11324,國二忠,36,9,3
s112011324058,11324,國二忠,36,5,4
s112011324059,11324,國二忠,37,27,1
s112011324059,11324,國二忠,37,33,2
s112011324059,11324,國二忠,37,41,3
s112011324059,11324,國二忠,37,1,4
s112011324059,11324,國二忠,37,24,5
s112011324060,11324,國二忠,38,39,1
s112011324060,11324,國二忠,38,18,2
s112011324060,11324,國二忠,38,35,3
s112011324060,11324,國二忠,38,30,4
s112011324060,11324,國二忠,38,31,5
s112011324061,11324,國二忠,39,38,1
s112011324061,11324,國二忠,39,29,2
s112011324061,11324,國二忠,39,6,3
s112011324061,11324,國二忠,39,19,4
s112011324061,11324,國二忠,39,35,5
s112011324062,11324,國二忠,40,26,1
s112011324062,11324,國二忠,40,28,2
s112011324062,11324,國二忠,40,5,3
s112011324062,11324,國二忠,40,17,4
s112011324062,11324,國二忠,40,38,5
s112011324063,11324,國二忠,41,20,1
s112011324063,11324,國二忠,41,37,2
s112011324063,11324,國二忠,41,33,3
s112011324073,11324,國二義,8,9,1
s112011324073,11324,國二義,8,14,2
s112011324073,11324,國二義,8,15,3
s112011324073,11324,國二義,8,16,4
s112011324073,11324,國二義,8,17,5
s112011324094,11324,國二義,30,22,1
s112011324094,11324,國二義,30,23,2
s112011324094,11324,國二義,30,28,3
s112011324094,11324,國二義,30,31,4
s112011324097,11324,國二義,33,32,1
s112011324097,11324,國二義,33,26,2
s112011324097,11324,國二義,33,25,3
s112011324097,11324,國二義,33,28,4
s112011324097,11324,國二義,33,18,5
s112014302024,14302,806.0,1,10,1
s112014302024,14302,806.0,1,8,2
s112014302024,14302,806.0,1,3,3
s112014302024,14302,806.0,1,7,4
s112014302024,14302,806.0,1,5,5
s112014302028,14302,806.0,5,2,1
s112014302028,14302,806.0,5,7,2
s112014302028,14302,806.0,5,9,3
s112014302028,14302,806.0,5,12,4
s112014302028,14302,806.0,5,13,5
s112014302031,14302,806.0,8,10,1
s112014302031,14302,806.0,8,1,2
s112014302031,14302,806.0,8,7,5
s112014302033,14302,806.0,10,8,1
s112014302033,14302,806.0,10,40,2
s112014302033,14302,806.0,10,7,3
s112014302033,14302,806.0,10,38,4
s112014302033,14302,806.0,10,33,5
s112014302034,14302,806.0,11,12,1
s112014302034,14302,806.0,11,5,2
s112014302034,14302,806.0,11,13,3
s112014302034,14302,806.0,11,14,4
s112014302034,14302,806.0,11,9,5
s112014302035,14302,806.0,12,11,1
s112014302035,14302,806.0,12,5,2
s112014302035,14302,806.0,12,13,3
s112014302035,14302,806.0,12,15,4
s112014302035,14302,806.0,12,9,5
s112014302036,14302,806.0,13,2,1
s112014302036,14302,806.0,13,5,2
s112014302036,14302,806.0,13,9,3
s112014302036,14302,806.0,13,11,4
s112014302036,14302,806.0,13,6,5
s112014302037,14302,806.0,14,9,1
s112014302037,14302,806.0,14,11,2
s112014302037,14302,806.0,14,39,3
s112014302037,14302,806.0,14,41,4
s112014302037,14302,806.0,14,43,5
s112014302038,14302,806.0,15,2,1
s112014302038,14302,806.0,15,5,2
s112014302038,14302,806.0,15,11,3
s112014302038,14302,806.0,15,6,4
s112014302038,14302,806.0,15,9,5
s112014302043,14302,806.0,33,8,1
s112014302043,14302,806.0,33,36,2
s112014302043,14302,806.0,33,40,3
s112014302043,14302,806.0,33,37,4
s112014302043,14302,806.0,33,44,5
s112014302045,14302,806.0,35,39,2
s112014302045,14302,806.0,35,32,4
s112014302046,14302,806.0,36,37,1
s112014302046,14302,806.0,36,31,2
s112014302046,14302,806.0,36,40,3
s112014302046,14302,806.0,36,38,4
s112014302046,14302,806.0,36,44,5
s112014302050,14302,806.0,40,36,1
s112014302050,14302,806.0,40,31,2
s112014302050,14302,806.0,40,44,3
s112014302050,14302,806.0,40,30,4
s112014302050,14302,806.0,40,39,5
s112014302051,14302,806.0,41,40,1
s112014302051,14302,806.0,41,14,2
s112014302051,14302,806.0,41,33,3
s112014302051,14302,806.0,41,11,4
s112014302051,14302,806.0,41,10,5
s112014302054,14302,806.0,44,40,1
s112014302054,14302,806.0,44,38,2
s112014302054,14302,806.0,44,36,3
s112014302054,14302,806.0,44,31,4
s112014302054,14302,806.0,44,33,5
s112014302057,14302,820.0,1,2,1
s112014302057,14302,820.0,1,3,2
s112014302057,14302,820.0,1,6,3
s112014302057,14302,820.0,1,8,4
s112014302057,14302,820.0,1,12,5
s112014302059,14302,820.0,3,1,1
s112014302059,14302,820.0,3,6,2
s112014302059,14302,820.0,3,8,3
s112014302059,14302,820.0,3,12,4
s112014302059,14302,820.0,3,9,5
s112014302060,14302,820.0,4,2,1
s112014302060,14302,820.0,4,10,2
s112014302061,14302,820.0,5,1,1
s112014302061,14302,820.0,5,10,2
s112014302062,14302,820.0,6,3,1
s112014302062,14302,820.0,6,12,2
s112014302062,14302,820.0,6,1,3
s112014302062,14302,820.0,6,13,4
s112014302062,14302,820.0,6,8,5
s112014302063,14302,820.0,7,8,1
s112014302063,14302,820.0,7,10,2
s112014302063,14302,820.0,7,1,3
s112014302063,14302,820.0,7,33,4
s112014302063,14302,820.0,7,13,5
s112014302064,14302,820.0,8,1,1
s112014302064,14302,820.0,8,6,2
s112014302064,14302,820.0,8,7,3
s112014302064,14302,820.0,8,13,4
s112014302064,14302,820.0,8,10,5
s112014302066,14302,820.0,10,8,2
s112014302066,14302,820.0,10,13,3
s112014302066,14302,820.0,10,12,4
s112014302066,14302,820.0,10,1,5
s112014302068,14302,820.0,12,1,1
s112014302068,14302,820.0,12,3,2
s112014302068,14302,820.0,12,6,3
s112014302068,14302,820.0,12,13,4
s112014302068,14302,820.0,12,32,5
s112014302071,14302,820.0,32,12,1
s112014302071,14302,820.0,32,13,2
s112014302071,14302,820.0,32,39,3
s112014302073,14302,820.0,34,41,1
s112014302073,14302,820.0,34,35,2
s112014302073,14302,820.0,34,37,3
s112014302073,14302,820.0,34,43,4
s112014302073,14302,820.0,34,42,5
s112014302075,14302,820.0,36,38,1
s112014302075,14302,820.0,36,43,2
s112014302076,14302,820.0,37,31,1
s112014302076,14302,820.0,37,5,2
s112014302076,14302,820.0,37,10,3
s112014302076,14302,820.0,37,4,4
s112014302076,14302,820.0,37,35,5
s112014302077,14302,820.0,38,1,1
s112014302077,14302,820.0,38,2,2
s112014302077,14302,820.0,38,3,3
s112014302077,14302,820.0,38,4,4
s112014302077,14302,820.0,38,5,5
s112014302078,14302,820.0,39,46,1
s112014302078,14302,820.0,39,32,2
s112014302078,14302,820.0,39,37,3
s112014302078,14302,820.0,39,38,5
s112014302080,14302,820.0,41,34,1
s112014302080,14302,820.0,41,35,2
s112014302080,14302,820.0,41,46,3
s112014302080,14302,820.0,41,37,4
s112014302084,14302,820.0,45,44,1
s112014302084,14302,820.0,45,46,2
s112014302084,14302,820.0,45,43,3
s112014302084,14302,820.0,45,35,4
s112014302084,14302,820.0,45,42,5
s112014302085,14302,820.0,46,35,1
s112014322024,14322,805.0,1,7,1
s112014322024,14322,805.0,1,3,2
s112014322024,14322,805.0,1,2,3
s112014322024,14322,805.0,1,9,4
s112014322025,14322,805.0,2,1,1
s112014322025,14322,805.0,2,3,2
s112014322025,14322,805.0,2,5,3
s112014322025,14322,805.0,2,6,4
s112014322025,14322,805.0,2,7,5
s112014322026,14322,805.0,3,8,1
s112014322026,14322,805.0,3,11,2
s112014322026,14322,805.0,3,4,3
s112014322026,14322,805.0,3,19,4
s112014322026,14322,805.0,3,9,5
s112014322027,14322,805.0,4,23,1
s112014322027,14322,805.0,4,18,2
s112014322027,14322,805.0,4,26,3
s112014322027,14322,805.0,4,19,4
s112014322027,14322,805.0,4,24,5
s112014322028,14322,805.0,5,7,1
s112014322028,14322,805.0,5,12,2
s112014322028,14322,805.0,5,6,3
s112014322028,14322,805.0,5,2,4
s112014322028,14322,805.0,5,9,5
s112014322029,14322,805.0,6,28,1
s112014322029,14322,805.0,6,7,2
s112014322029,14322,805.0,6,1,3
s112014322029,14322,805.0,6,11,4
s112014322029,14322,805.0,6,8,5
s112014322030,14322,805.0,7,1,1
s112014322030,14322,805.0,7,11,2
s112014322030,14322,805.0,7,3,3
s112014322030,14322,805.0,7,6,4
s112014322030,14322,805.0,7,8,5
s112014322031,14322,805.0,8,18,1
s112014322032,14322,805.0,9,3,1
s112014322032,14322,805.0,9,8,2
s112014322032,14322,805.0,9,11,3
s112014322032,14322,805.0,9,7,4
s112014322032,14322,805.0,9,21,5
s112014322034,14322,805.0,11,8,1
s112014322034,14322,805.0,11,3,2
s112014322034,14322,805.0,11,7,3
s112014322034,14322,805.0,11,4,4
s112014322034,14322,805.0,11,6,5
s112014322035,14322,805.0,12,5,1
s112014322035,14322,805.0,12,1,2
s112014322035,14322,805.0,12,6,3
s112014322035,14322,805.0,12,28,4
s112014322035,14322,805.0,12,10,5
s112014322036,14322,805.0,13,60,1
s112014322036,14322,805.0,13,60,2
s112014322036,14322,805.0,13,59,3
s112014322036,14322,805.0,13,18,4
s112014322036,14322,805.0,13,59,5
s112014322039,14322,805.0,18,19,1
s112014322039,14322,805.0,18,23,2
s112014322039,14322,805.0,18,24,3
s112014322039,14322,805.0,18,26,4
s112014322039,14322,805.0,18,4,5
s112014322040,14322,805.0,19,18,1
s112014322040,14322,805.0,19,24,2
s112014322040,14322,805.0,19,26,3
s112014322040,14322,805.0,19,4,4
s112014322040,14322,805.0,19,23,5
s112014322041,14322,805.0,20,21,1
s112014322041,14322,805.0,20,25,2
s112014322041,14322,805.0,20,27,3
s112014322041,14322,805.0,20,24,4
s112014322041,14322,805.0,20,1,5
s112014322042,14322,805.0,21,20,1
s112014322042,14322,805.0,21,25,2
s112014322042,14322,805.0,21,27,3
s112014322042,14322,805.0,21,4,4
s112014322042,14322,805.0,21,23,5
s112014322044,14322,805.0,23,4,1
s112014322044,14322,805.0,23,28,2
s112014322045,14322,805.0,24,18,1
s112014322045,14322,805.0,24,19,2
s112014322045,14322,805.0,24,26,3
s112014322045,14322,805.0,24,28,4
s112014322045,14322,805.0,24,23,5
s112014322046,14322,805.0,25,20,1
s112014322046,14322,805.0,25,21,2
s112014322046,14322,805.0,25,27,3
s112014322047,14322,805.0,26,18,1
s112014322047,14322,805.0,26,19,2
s112014322047,14322,805.0,26,24,3
s112014322047,14322,805.0,26,4,4
s112014322047,14322,805.0,26,23,5
s112014322048,14322,805.0,27,20,1
s112014322048,14322,805.0,27,21,2
s112014322048,14322,805.0,27,25,3
s112014322049,14322,805.0,28,4,1
s112014322049,14322,805.0,28,23,2
s112014322049,14322,805.0,28,18,3
s112014322049,14322,805.0,28,27,4
s112014322049,14322,805.0,28,26,5
s112014322052,14322,811.0,1,24,1
s112014322052,14322,811.0,1,4,2
s112014322052,14322,811.0,1,5,3
s112014322052,14322,811.0,1,2,4
s112014322052,14322,811.0,1,12,5
s112014322055,14322,811.0,4,5,1
s112014322055,14322,811.0,4,14,2
s112014322055,14322,811.0,4,12,3
s112014322055,14322,811.0,4,7,4
s112014322055,14322,811.0,4,1,5
s112014322056,14322,811.0,5,4,1
s112014322056,14322,811.0,5,14,2
s112014322056,14322,811.0,5,23,3
s112014322056,14322,811.0,5,7,4
s112014322056,14322,811.0,5,2,5
s112014322057,14322,811.0,6,8,1
s112014322057,14322,811.0,6,13,2
s112014322057,14322,811.0,6,11,3
s112014322058,14322,811.0,7,5,1
s112014322058,14322,811.0,7,4,2
s112014322058,14322,811.0,7,14,3
s112014322058,14322,811.0,7,2,4
s112014322058,14322,811.0,7,17,5
s112014322059,14322,811.0,8,27,1
s112014322059,14322,811.0,8,13,2
s112014322059,14322,811.0,8,29,3
