scenario,model_type,feature,coef_abs,relative_importance_pct,coef_direction
w2_predict_w2,ridge,v25_2,0.021807911951244114,0.34135877004990345,negative
w2_predict_w2,ridge,v26_6,0.02040114653542246,0.31933870168355877,positive
w2_predict_w2,ridge,v23_7,0.020267604455404365,0.3172483704181539,negative
w2_predict_w2,ridge,v19_8,0.020130852529222386,0.31510779550076606,positive
w2_predict_w2,ridge,v25_1,0.019684936375696304,0.30812787967694216,positive
w2_predict_w2,ridge,v19_5,0.018840967419108644,0.29491725201001284,positive
w2_predict_w2,ridge,v26_1,0.01831375093379918,0.2866647438662882,positive
w2_predict_w2,ridge,v25_11,0.018102977429651956,0.2833655108037345,positive
w2_predict_w2,ridge,v54_9,0.015380803812725394,0.2407553865601186,positive
w2_predict_w2,ridge,v54_15,0.014555890281952465,0.2278430330577877,positive
w2_predict_w2,ridge,v25_3,0.013856323712867071,0.21689273281240373,positive
w2_predict_w2,ridge,v42_11,0.01365845533114489,0.2137955033496538,negative
w2_predict_w2,ridge,v54_7,0.01289197655737136,0.20179782782392502,positive
w2_predict_w2,ridge,v5_6,0.011905729457400593,0.18636012348230882,negative
w2_predict_w2,ridge,v2,0.011901588076336199,0.1862952985348489,negative
w2_predict_w2,ridge,v25_15,0.011839390423759458,0.18532172003585942,positive
w2_predict_w2,ridge,v25_12,0.01177456506557676,0.18430701011834125,negative
w2_predict_w2,ridge,v28_8,0.010073503274607543,0.1576803270116621,positive
w2_predict_w2,ridge,v6_5,0.009926041169194015,0.1553721058923972,positive
w2_predict_w2,ridge,v54_17,0.009427752956986257,0.1475724113764854,positive
w2_predict_w2,ridge,v42_12,0.008859160555378692,0.1386722469175306,positive
w2_predict_w2,ridge,v6_4,0.0078742633073496,0.12325567177891143,negative
w2_predict_w2,ridge,v19_1,0.007568332022906309,0.11846693605717759,positive
w2_predict_w2,ridge,v25_10,0.006681278482670274,0.1045819063422575,positive
w2_predict_w2,ridge,v23_6,0.006095098057435494,0.09540643693313516,negative
w2_predict_w2,ridge,v42_08,0.005471377699350754,0.08564335577401733,positive
w2_predict_w2,ridge,v6_9,0.0043856543359276625,0.0686485516505805,negative
w2_predict_w2,ridge,v54_13,0.003675847373406505,0.05753795875013284,negative
w2_predict_w2,ridge,v42_01,0.002760502817448592,0.04321009038326507,negative
w2_predict_w2,ridge,v23_4,0.002534798498010388,0.03967714559466597,negative
w2_predict_w2,ridge,v28_2,0.0016930620197531678,0.02650146286234322,positive
w2_predict_w2,ridge,v5_1,0.001585739620583101,0.02482154768929022,negative
w2_predict_w2,ridge,v42_07,0.0005107548639923207,0.00799483474434506,negative
w2_predict_w2,ridge,v19_4,0.0003157164645028411,0.004941902931749757,negative
w2_predict_w2,lasso,v1,0.32319236362594744,5.5144977538494935,negative
w2_predict_w2,lasso,v54_2,0.2215585105574358,3.7803613151864965,positive
w2_predict_w2,lasso,v54_6,0.19520721705213362,3.330740082754781,negative
w2_predict_w2,lasso,v54_1,0.18640888314173643,3.1806177468116683,positive
